"","vS1","vS2"
"30529","9606.ENSP00000216225","9606.ENSP00000300291"
"30530","9606.ENSP00000300291","9606.ENSP00000316032"
"30537","9606.ENSP00000216225","9606.ENSP00000300093"
"30538","9606.ENSP00000300093","9606.ENSP00000316032"
"30545","9606.ENSP00000216225","9606.ENSP00000298910"
"30546","9606.ENSP00000298910","9606.ENSP00000316032"
"30553","9606.ENSP00000216225","9606.ENSP00000298307"
"30554","9606.ENSP00000298307","9606.ENSP00000316032"
"30561","9606.ENSP00000216225","9606.ENSP00000297185"
"30562","9606.ENSP00000297185","9606.ENSP00000316032"
"30569","9606.ENSP00000216225","9606.ENSP00000297071"
"30570","9606.ENSP00000297071","9606.ENSP00000316032"
"30577","9606.ENSP00000216225","9606.ENSP00000296930"
"30578","9606.ENSP00000296930","9606.ENSP00000316032"
"30585","9606.ENSP00000216225","9606.ENSP00000296509"
"30586","9606.ENSP00000296509","9606.ENSP00000316032"
"30593","9606.ENSP00000216225","9606.ENSP00000296490"
"30594","9606.ENSP00000296490","9606.ENSP00000316032"
"30601","9606.ENSP00000216225","9606.ENSP00000296464"
"30602","9606.ENSP00000296464","9606.ENSP00000316032"
"30609","9606.ENSP00000216225","9606.ENSP00000296417"
"30610","9606.ENSP00000296417","9606.ENSP00000316032"
"30617","9606.ENSP00000216225","9606.ENSP00000296328"
"30618","9606.ENSP00000296328","9606.ENSP00000316032"
"30625","9606.ENSP00000216225","9606.ENSP00000295899"
"30626","9606.ENSP00000295899","9606.ENSP00000316032"
"30633","9606.ENSP00000216225","9606.ENSP00000295897"
"30634","9606.ENSP00000295897","9606.ENSP00000316032"
"30641","9606.ENSP00000216225","9606.ENSP00000295256"
"30642","9606.ENSP00000295256","9606.ENSP00000316032"
"30649","9606.ENSP00000216225","9606.ENSP00000294383"
"30650","9606.ENSP00000294383","9606.ENSP00000316032"
"30657","9606.ENSP00000216225","9606.ENSP00000293831"
"30658","9606.ENSP00000293831","9606.ENSP00000316032"
"30665","9606.ENSP00000216225","9606.ENSP00000293362"
"30666","9606.ENSP00000293362","9606.ENSP00000316032"
"30673","9606.ENSP00000216225","9606.ENSP00000291582"
"30674","9606.ENSP00000291582","9606.ENSP00000316032"
"30681","9606.ENSP00000216225","9606.ENSP00000290921"
"30682","9606.ENSP00000290921","9606.ENSP00000316032"
"30689","9606.ENSP00000216225","9606.ENSP00000290650"
"30690","9606.ENSP00000290650","9606.ENSP00000316032"
"30697","9606.ENSP00000216225","9606.ENSP00000288937"
"30698","9606.ENSP00000288937","9606.ENSP00000316032"
"30705","9606.ENSP00000216225","9606.ENSP00000288207"
"30706","9606.ENSP00000288207","9606.ENSP00000316032"
"30713","9606.ENSP00000216225","9606.ENSP00000287598"
"30714","9606.ENSP00000287598","9606.ENSP00000316032"
"30721","9606.ENSP00000216225","9606.ENSP00000286428"
"30722","9606.ENSP00000286428","9606.ENSP00000316032"
"30729","9606.ENSP00000216225","9606.ENSP00000286398"
"30730","9606.ENSP00000286398","9606.ENSP00000316032"
"30737","9606.ENSP00000216225","9606.ENSP00000284669"
"30738","9606.ENSP00000284669","9606.ENSP00000316032"
"30745","9606.ENSP00000216225","9606.ENSP00000283195"
"30746","9606.ENSP00000283195","9606.ENSP00000316032"
"30753","9606.ENSP00000216225","9606.ENSP00000283179"
"30754","9606.ENSP00000283179","9606.ENSP00000316032"
"30761","9606.ENSP00000216225","9606.ENSP00000282516"
"30762","9606.ENSP00000282516","9606.ENSP00000316032"
"30769","9606.ENSP00000216225","9606.ENSP00000282486"
"30770","9606.ENSP00000282486","9606.ENSP00000316032"
"30777","9606.ENSP00000216225","9606.ENSP00000281950"
"30778","9606.ENSP00000281950","9606.ENSP00000316032"
"30785","9606.ENSP00000216225","9606.ENSP00000281708"
"30786","9606.ENSP00000281708","9606.ENSP00000316032"
"30793","9606.ENSP00000216225","9606.ENSP00000281701"
"30794","9606.ENSP00000281701","9606.ENSP00000316032"
"30801","9606.ENSP00000216225","9606.ENSP00000277541"
"30802","9606.ENSP00000277541","9606.ENSP00000316032"
"30809","9606.ENSP00000216225","9606.ENSP00000276079"
"30810","9606.ENSP00000276079","9606.ENSP00000316032"
"30817","9606.ENSP00000216225","9606.ENSP00000276052"
"30818","9606.ENSP00000276052","9606.ENSP00000316032"
"30825","9606.ENSP00000216225","9606.ENSP00000275493"
"30826","9606.ENSP00000275493","9606.ENSP00000316032"
"30833","9606.ENSP00000216225","9606.ENSP00000274289"
"30834","9606.ENSP00000274289","9606.ENSP00000316032"
"30841","9606.ENSP00000216225","9606.ENSP00000274031"
"30842","9606.ENSP00000274031","9606.ENSP00000316032"
"30849","9606.ENSP00000216225","9606.ENSP00000274026"
"30850","9606.ENSP00000274026","9606.ENSP00000316032"
"30857","9606.ENSP00000216225","9606.ENSP00000274008"
"30858","9606.ENSP00000274008","9606.ENSP00000316032"
"30865","9606.ENSP00000216225","9606.ENSP00000273064"
"30866","9606.ENSP00000273064","9606.ENSP00000316032"
"30873","9606.ENSP00000216225","9606.ENSP00000272348"
"30874","9606.ENSP00000272348","9606.ENSP00000316032"
"30881","9606.ENSP00000216225","9606.ENSP00000271308"
"30882","9606.ENSP00000271308","9606.ENSP00000316032"
"30889","9606.ENSP00000216225","9606.ENSP00000270861"
"30890","9606.ENSP00000270861","9606.ENSP00000316032"
"30897","9606.ENSP00000216225","9606.ENSP00000269571"
"30898","9606.ENSP00000269571","9606.ENSP00000316032"
"30905","9606.ENSP00000216225","9606.ENSP00000269305"
"30906","9606.ENSP00000269305","9606.ENSP00000316032"
"30913","9606.ENSP00000216225","9606.ENSP00000268379"
"30914","9606.ENSP00000268379","9606.ENSP00000316032"
"30921","9606.ENSP00000216225","9606.ENSP00000268058"
"30922","9606.ENSP00000268058","9606.ENSP00000316032"
"30929","9606.ENSP00000216225","9606.ENSP00000267102"
"30930","9606.ENSP00000267102","9606.ENSP00000316032"
"30937","9606.ENSP00000216225","9606.ENSP00000267064"
"30938","9606.ENSP00000267064","9606.ENSP00000316032"
"30945","9606.ENSP00000216225","9606.ENSP00000266970"
"30946","9606.ENSP00000266970","9606.ENSP00000316032"
"30953","9606.ENSP00000216225","9606.ENSP00000266735"
"30954","9606.ENSP00000266735","9606.ENSP00000316032"
"30961","9606.ENSP00000216225","9606.ENSP00000266458"
"30962","9606.ENSP00000266458","9606.ENSP00000316032"
"30969","9606.ENSP00000216225","9606.ENSP00000265866"
"30970","9606.ENSP00000265866","9606.ENSP00000316032"
"30977","9606.ENSP00000216225","9606.ENSP00000265773"
"30978","9606.ENSP00000265773","9606.ENSP00000316032"
"30985","9606.ENSP00000216225","9606.ENSP00000265753"
"30986","9606.ENSP00000265753","9606.ENSP00000316032"
"30993","9606.ENSP00000216225","9606.ENSP00000265734"
"30994","9606.ENSP00000265734","9606.ENSP00000316032"
"31001","9606.ENSP00000216225","9606.ENSP00000265564"
"31002","9606.ENSP00000265564","9606.ENSP00000316032"
"31009","9606.ENSP00000216225","9606.ENSP00000265056"
"31010","9606.ENSP00000265056","9606.ENSP00000316032"
"31017","9606.ENSP00000216225","9606.ENSP00000265022"
"31018","9606.ENSP00000265022","9606.ENSP00000316032"
"31025","9606.ENSP00000216225","9606.ENSP00000264709"
"31026","9606.ENSP00000264709","9606.ENSP00000316032"
"31033","9606.ENSP00000216225","9606.ENSP00000264515"
"31034","9606.ENSP00000264515","9606.ENSP00000316032"
"31041","9606.ENSP00000216225","9606.ENSP00000264389"
"31042","9606.ENSP00000264389","9606.ENSP00000316032"
"31049","9606.ENSP00000216225","9606.ENSP00000264156"
"31050","9606.ENSP00000264156","9606.ENSP00000316032"
"31057","9606.ENSP00000216225","9606.ENSP00000264071"
"31058","9606.ENSP00000264071","9606.ENSP00000316032"
"31065","9606.ENSP00000216225","9606.ENSP00000263754"
"31066","9606.ENSP00000263754","9606.ENSP00000316032"
"31073","9606.ENSP00000216225","9606.ENSP00000263377"
"31074","9606.ENSP00000263377","9606.ENSP00000316032"
"31081","9606.ENSP00000216225","9606.ENSP00000263253"
"31082","9606.ENSP00000263253","9606.ENSP00000316032"
"31089","9606.ENSP00000216225","9606.ENSP00000263121"
"31090","9606.ENSP00000263121","9606.ENSP00000316032"
"31097","9606.ENSP00000216225","9606.ENSP00000262903"
"31098","9606.ENSP00000262903","9606.ENSP00000316032"
"31105","9606.ENSP00000216225","9606.ENSP00000262809"
"31106","9606.ENSP00000262809","9606.ENSP00000316032"
"31113","9606.ENSP00000216225","9606.ENSP00000262710"
"31114","9606.ENSP00000262710","9606.ENSP00000316032"
"31121","9606.ENSP00000216225","9606.ENSP00000262584"
"31122","9606.ENSP00000262584","9606.ENSP00000316032"
"31129","9606.ENSP00000216225","9606.ENSP00000262525"
"31130","9606.ENSP00000262525","9606.ENSP00000316032"
"31137","9606.ENSP00000216225","9606.ENSP00000262367"
"31138","9606.ENSP00000262367","9606.ENSP00000316032"
"31145","9606.ENSP00000216225","9606.ENSP00000261769"
"31146","9606.ENSP00000261769","9606.ENSP00000316032"
"31153","9606.ENSP00000216225","9606.ENSP00000261700"
"31154","9606.ENSP00000261700","9606.ENSP00000316032"
"31161","9606.ENSP00000216225","9606.ENSP00000261609"
"31162","9606.ENSP00000261609","9606.ENSP00000316032"
"31169","9606.ENSP00000216225","9606.ENSP00000261537"
"31170","9606.ENSP00000261537","9606.ENSP00000316032"
"31177","9606.ENSP00000216225","9606.ENSP00000261531"
"31178","9606.ENSP00000261531","9606.ENSP00000316032"
"31185","9606.ENSP00000216225","9606.ENSP00000261366"
"31186","9606.ENSP00000261366","9606.ENSP00000316032"
"31193","9606.ENSP00000216225","9606.ENSP00000261211"
"31194","9606.ENSP00000261211","9606.ENSP00000316032"
"31201","9606.ENSP00000216225","9606.ENSP00000260947"
"31202","9606.ENSP00000260947","9606.ENSP00000316032"
"31209","9606.ENSP00000216225","9606.ENSP00000260810"
"31210","9606.ENSP00000260810","9606.ENSP00000316032"
"31217","9606.ENSP00000216225","9606.ENSP00000260102"
"31218","9606.ENSP00000260102","9606.ENSP00000316032"
"31225","9606.ENSP00000216225","9606.ENSP00000259818"
"31226","9606.ENSP00000259818","9606.ENSP00000316032"
"31233","9606.ENSP00000216225","9606.ENSP00000259469"
"31234","9606.ENSP00000259469","9606.ENSP00000316032"
"31241","9606.ENSP00000216225","9606.ENSP00000258962"
"31242","9606.ENSP00000258962","9606.ENSP00000316032"
"31249","9606.ENSP00000216225","9606.ENSP00000258149"
"31250","9606.ENSP00000258149","9606.ENSP00000316032"
"31257","9606.ENSP00000216225","9606.ENSP00000257934"
"31258","9606.ENSP00000257934","9606.ENSP00000316032"
"31265","9606.ENSP00000216225","9606.ENSP00000256689"
"31266","9606.ENSP00000256689","9606.ENSP00000316032"
"31273","9606.ENSP00000216225","9606.ENSP00000256442"
"31274","9606.ENSP00000256442","9606.ENSP00000316032"
"31281","9606.ENSP00000216225","9606.ENSP00000256078"
"31282","9606.ENSP00000256078","9606.ENSP00000316032"
"31289","9606.ENSP00000216225","9606.ENSP00000254846"
"31290","9606.ENSP00000254846","9606.ENSP00000316032"
"31297","9606.ENSP00000216225","9606.ENSP00000254803"
"31298","9606.ENSP00000254803","9606.ENSP00000316032"
"31305","9606.ENSP00000216225","9606.ENSP00000254436"
"31306","9606.ENSP00000254436","9606.ENSP00000316032"
"31313","9606.ENSP00000216225","9606.ENSP00000254322"
"31314","9606.ENSP00000254322","9606.ENSP00000316032"
"31321","9606.ENSP00000216225","9606.ENSP00000254108"
"31322","9606.ENSP00000254108","9606.ENSP00000316032"
"31329","9606.ENSP00000216225","9606.ENSP00000252622"
"31330","9606.ENSP00000252622","9606.ENSP00000316032"
"31337","9606.ENSP00000216225","9606.ENSP00000251453"
"31338","9606.ENSP00000251453","9606.ENSP00000316032"
"31345","9606.ENSP00000216225","9606.ENSP00000251038"
"31346","9606.ENSP00000251038","9606.ENSP00000316032"
"31353","9606.ENSP00000216225","9606.ENSP00000250457"
"31354","9606.ENSP00000250457","9606.ENSP00000316032"
"31361","9606.ENSP00000216225","9606.ENSP00000249299"
"31362","9606.ENSP00000249299","9606.ENSP00000316032"
"31369","9606.ENSP00000216225","9606.ENSP00000247970"
"31370","9606.ENSP00000247970","9606.ENSP00000316032"
"31377","9606.ENSP00000216225","9606.ENSP00000247843"
"31378","9606.ENSP00000247843","9606.ENSP00000316032"
"31385","9606.ENSP00000216225","9606.ENSP00000246548"
"31386","9606.ENSP00000246548","9606.ENSP00000316032"
"31393","9606.ENSP00000216225","9606.ENSP00000246194"
"31394","9606.ENSP00000246194","9606.ENSP00000316032"
"31401","9606.ENSP00000216225","9606.ENSP00000246071"
"31402","9606.ENSP00000246071","9606.ENSP00000316032"
"31409","9606.ENSP00000216225","9606.ENSP00000245908"
"31410","9606.ENSP00000245908","9606.ENSP00000316032"
"31417","9606.ENSP00000216225","9606.ENSP00000245838"
"31418","9606.ENSP00000245838","9606.ENSP00000316032"
"31425","9606.ENSP00000216225","9606.ENSP00000244537"
"31426","9606.ENSP00000244537","9606.ENSP00000316032"
"31433","9606.ENSP00000216225","9606.ENSP00000244020"
"31434","9606.ENSP00000244020","9606.ENSP00000316032"
"31441","9606.ENSP00000216225","9606.ENSP00000242776"
"31442","9606.ENSP00000242776","9606.ENSP00000316032"
"31449","9606.ENSP00000216225","9606.ENSP00000240185"
"31450","9606.ENSP00000240185","9606.ENSP00000316032"
"31457","9606.ENSP00000216225","9606.ENSP00000238789"
"31458","9606.ENSP00000238789","9606.ENSP00000316032"
"31465","9606.ENSP00000216225","9606.ENSP00000233468"
"31466","9606.ENSP00000233468","9606.ENSP00000316032"
"31473","9606.ENSP00000216225","9606.ENSP00000233156"
"31474","9606.ENSP00000233156","9606.ENSP00000316032"
"31481","9606.ENSP00000216225","9606.ENSP00000231238"
"31482","9606.ENSP00000231238","9606.ENSP00000316032"
"31489","9606.ENSP00000216225","9606.ENSP00000230056"
"31490","9606.ENSP00000230056","9606.ENSP00000316032"
"31497","9606.ENSP00000216225","9606.ENSP00000229758"
"31498","9606.ENSP00000229758","9606.ENSP00000316032"
"31505","9606.ENSP00000216225","9606.ENSP00000229390"
"31506","9606.ENSP00000229390","9606.ENSP00000316032"
"31513","9606.ENSP00000216225","9606.ENSP00000229239"
"31514","9606.ENSP00000229239","9606.ENSP00000316032"
"31521","9606.ENSP00000216225","9606.ENSP00000228280"
"31522","9606.ENSP00000228280","9606.ENSP00000316032"
"31529","9606.ENSP00000216225","9606.ENSP00000227524"
"31530","9606.ENSP00000227524","9606.ENSP00000316032"
"31537","9606.ENSP00000216225","9606.ENSP00000227507"
"31538","9606.ENSP00000227507","9606.ENSP00000316032"
"31545","9606.ENSP00000216225","9606.ENSP00000225969"
"31546","9606.ENSP00000225969","9606.ENSP00000316032"
"31553","9606.ENSP00000216225","9606.ENSP00000225916"
"31554","9606.ENSP00000225916","9606.ENSP00000316032"
"31561","9606.ENSP00000216225","9606.ENSP00000225792"
"31562","9606.ENSP00000225792","9606.ENSP00000316032"
"31569","9606.ENSP00000216225","9606.ENSP00000223500"
"31570","9606.ENSP00000223500","9606.ENSP00000316032"
"31577","9606.ENSP00000216225","9606.ENSP00000223321"
"31578","9606.ENSP00000223321","9606.ENSP00000316032"
"31585","9606.ENSP00000216225","9606.ENSP00000223129"
"31586","9606.ENSP00000223129","9606.ENSP00000316032"
"31593","9606.ENSP00000216225","9606.ENSP00000221801"
"31594","9606.ENSP00000221801","9606.ENSP00000316032"
"31601","9606.ENSP00000216225","9606.ENSP00000221419"
"31602","9606.ENSP00000221419","9606.ENSP00000316032"
"31609","9606.ENSP00000216225","9606.ENSP00000219313"
"31610","9606.ENSP00000219313","9606.ENSP00000316032"
"31617","9606.ENSP00000216225","9606.ENSP00000219169"
"31618","9606.ENSP00000219169","9606.ENSP00000316032"
"31625","9606.ENSP00000216225","9606.ENSP00000217244"
"31626","9606.ENSP00000217244","9606.ENSP00000316032"
"31633","9606.ENSP00000216225","9606.ENSP00000216911"
"31634","9606.ENSP00000216911","9606.ENSP00000316032"
"31641","9606.ENSP00000216225","9606.ENSP00000216727"
"31642","9606.ENSP00000216727","9606.ENSP00000316032"
"31649","9606.ENSP00000216225","9606.ENSP00000216455"
"31650","9606.ENSP00000216455","9606.ENSP00000316032"
"31657","9606.ENSP00000216225","9606.ENSP00000216297"
"31658","9606.ENSP00000216297","9606.ENSP00000316032"
"31665","9606.ENSP00000216225","9606.ENSP00000216252"
"31666","9606.ENSP00000216252","9606.ENSP00000316032"
"31673","9606.ENSP00000216225","9606.ENSP00000215829"
"31674","9606.ENSP00000215829","9606.ENSP00000316032"
"31681","9606.ENSP00000216225","9606.ENSP00000209728"
"31682","9606.ENSP00000209728","9606.ENSP00000316032"
"31689","9606.ENSP00000216225","9606.ENSP00000156471"
"31690","9606.ENSP00000156471","9606.ENSP00000316032"
"31697","9606.ENSP00000216225","9606.ENSP00000037243"
"31698","9606.ENSP00000037243","9606.ENSP00000316032"
"31705","9606.ENSP00000216225","9606.ENSP00000011653"
"31706","9606.ENSP00000011653","9606.ENSP00000316032"
"31713","9606.ENSP00000216225","9606.ENSP00000003302"
"31714","9606.ENSP00000003302","9606.ENSP00000316032"
"31721","9606.ENSP00000316032","9606.ENSP00000379182"
"31723","9606.ENSP00000379182","9606.ENSP00000219169"
"31725","9606.ENSP00000219169","9606.ENSP00000483825"
"31726","9606.ENSP00000483825","9606.ENSP00000298316"
"31733","9606.ENSP00000219169","9606.ENSP00000479618"
"31734","9606.ENSP00000479618","9606.ENSP00000298316"
"31741","9606.ENSP00000219169","9606.ENSP00000477781"
"31742","9606.ENSP00000477781","9606.ENSP00000298316"
"31749","9606.ENSP00000219169","9606.ENSP00000477352"
"31750","9606.ENSP00000477352","9606.ENSP00000298316"
"31757","9606.ENSP00000219169","9606.ENSP00000459615"
"31758","9606.ENSP00000459615","9606.ENSP00000298316"
"31765","9606.ENSP00000219169","9606.ENSP00000458162"
"31766","9606.ENSP00000458162","9606.ENSP00000298316"
"31773","9606.ENSP00000219169","9606.ENSP00000456206"
"31774","9606.ENSP00000456206","9606.ENSP00000298316"
"31781","9606.ENSP00000219169","9606.ENSP00000455106"
"31782","9606.ENSP00000455106","9606.ENSP00000298316"
"31789","9606.ENSP00000219169","9606.ENSP00000454545"
"31790","9606.ENSP00000454545","9606.ENSP00000298316"
"31797","9606.ENSP00000219169","9606.ENSP00000451560"
"31798","9606.ENSP00000451560","9606.ENSP00000298316"
"31805","9606.ENSP00000219169","9606.ENSP00000451291"
"31806","9606.ENSP00000451291","9606.ENSP00000298316"
"31813","9606.ENSP00000219169","9606.ENSP00000449784"
"31814","9606.ENSP00000449784","9606.ENSP00000298316"
"31821","9606.ENSP00000219169","9606.ENSP00000449270"
"31822","9606.ENSP00000449270","9606.ENSP00000298316"
"31829","9606.ENSP00000219169","9606.ENSP00000446271"
"31830","9606.ENSP00000446271","9606.ENSP00000298316"
"31837","9606.ENSP00000219169","9606.ENSP00000446215"
"31838","9606.ENSP00000446215","9606.ENSP00000298316"
"31845","9606.ENSP00000219169","9606.ENSP00000443495"
"31846","9606.ENSP00000443495","9606.ENSP00000298316"
"31853","9606.ENSP00000219169","9606.ENSP00000441858"
"31854","9606.ENSP00000441858","9606.ENSP00000298316"
"31861","9606.ENSP00000219169","9606.ENSP00000440945"
"31862","9606.ENSP00000440945","9606.ENSP00000298316"
"31869","9606.ENSP00000219169","9606.ENSP00000432660"
"31870","9606.ENSP00000432660","9606.ENSP00000298316"
"31877","9606.ENSP00000219169","9606.ENSP00000432083"
"31878","9606.ENSP00000432083","9606.ENSP00000298316"
"31885","9606.ENSP00000219169","9606.ENSP00000428564"
"31886","9606.ENSP00000428564","9606.ENSP00000298316"
"31893","9606.ENSP00000219169","9606.ENSP00000428259"
"31894","9606.ENSP00000428259","9606.ENSP00000298316"
"31901","9606.ENSP00000219169","9606.ENSP00000426909"
"31902","9606.ENSP00000426909","9606.ENSP00000298316"
"31909","9606.ENSP00000219169","9606.ENSP00000423309"
"31910","9606.ENSP00000423309","9606.ENSP00000298316"
"31917","9606.ENSP00000219169","9606.ENSP00000422007"
"31918","9606.ENSP00000422007","9606.ENSP00000298316"
"31925","9606.ENSP00000219169","9606.ENSP00000420213"
"31926","9606.ENSP00000420213","9606.ENSP00000298316"
