"","vS1","vS2"
"1963","9606.ENSP00000308430","9606.ENSP00000314380"
"1964","9606.ENSP00000314380","9606.ENSP00000479216"
"1971","9606.ENSP00000308430","9606.ENSP00000306010"
"1972","9606.ENSP00000306010","9606.ENSP00000479216"
"1979","9606.ENSP00000308430","9606.ENSP00000305494"
"1980","9606.ENSP00000305494","9606.ENSP00000479216"
"1987","9606.ENSP00000308430","9606.ENSP00000304908"
"1988","9606.ENSP00000304908","9606.ENSP00000479216"
"1995","9606.ENSP00000308430","9606.ENSP00000304670"
"1996","9606.ENSP00000304670","9606.ENSP00000479216"
"2003","9606.ENSP00000308430","9606.ENSP00000304051"
"2004","9606.ENSP00000304051","9606.ENSP00000479216"
"2011","9606.ENSP00000308430","9606.ENSP00000303511"
"2012","9606.ENSP00000303511","9606.ENSP00000479216"
"2019","9606.ENSP00000308430","9606.ENSP00000301012"
"2020","9606.ENSP00000301012","9606.ENSP00000479216"
"2027","9606.ENSP00000308430","9606.ENSP00000300289"
"2028","9606.ENSP00000300289","9606.ENSP00000479216"
"2035","9606.ENSP00000308430","9606.ENSP00000299626"
"2036","9606.ENSP00000299626","9606.ENSP00000479216"
"2043","9606.ENSP00000308430","9606.ENSP00000299608"
"2044","9606.ENSP00000299608","9606.ENSP00000479216"
"2051","9606.ENSP00000308430","9606.ENSP00000297185"
"2052","9606.ENSP00000297185","9606.ENSP00000479216"
"2059","9606.ENSP00000308430","9606.ENSP00000290649"
"2060","9606.ENSP00000290649","9606.ENSP00000479216"
"2067","9606.ENSP00000308430","9606.ENSP00000287936"
"2068","9606.ENSP00000287936","9606.ENSP00000479216"
"2075","9606.ENSP00000308430","9606.ENSP00000281456"
"2076","9606.ENSP00000281456","9606.ENSP00000479216"
"2083","9606.ENSP00000308430","9606.ENSP00000279027"
"2084","9606.ENSP00000279027","9606.ENSP00000479216"
"2091","9606.ENSP00000308430","9606.ENSP00000274008"
"2092","9606.ENSP00000274008","9606.ENSP00000479216"
"2099","9606.ENSP00000308430","9606.ENSP00000268053"
"2100","9606.ENSP00000268053","9606.ENSP00000479216"
"2107","9606.ENSP00000308430","9606.ENSP00000264775"
"2108","9606.ENSP00000264775","9606.ENSP00000479216"
"2115","9606.ENSP00000308430","9606.ENSP00000264065"
"2116","9606.ENSP00000264065","9606.ENSP00000479216"
"2123","9606.ENSP00000308430","9606.ENSP00000262903"
"2124","9606.ENSP00000262903","9606.ENSP00000479216"
"2131","9606.ENSP00000308430","9606.ENSP00000259512"
"2132","9606.ENSP00000259512","9606.ENSP00000479216"
"2139","9606.ENSP00000308430","9606.ENSP00000258873"
"2140","9606.ENSP00000258873","9606.ENSP00000479216"
"2147","9606.ENSP00000308430","9606.ENSP00000257575"
"2148","9606.ENSP00000257575","9606.ENSP00000479216"
"2155","9606.ENSP00000308430","9606.ENSP00000247461"
"2156","9606.ENSP00000247461","9606.ENSP00000479216"
"2163","9606.ENSP00000308430","9606.ENSP00000238789"
"2164","9606.ENSP00000238789","9606.ENSP00000479216"
"2171","9606.ENSP00000308430","9606.ENSP00000216034"
"2172","9606.ENSP00000216034","9606.ENSP00000479216"
"2179","9606.ENSP00000479216","9606.ENSP00000482264"
"2180","9606.ENSP00000482264","9606.ENSP00000347206"
"2187","9606.ENSP00000479216","9606.ENSP00000481126"
"2188","9606.ENSP00000481126","9606.ENSP00000347206"
"2195","9606.ENSP00000479216","9606.ENSP00000455711"
"2196","9606.ENSP00000455711","9606.ENSP00000347206"
"2203","9606.ENSP00000479216","9606.ENSP00000376139"
"2204","9606.ENSP00000376139","9606.ENSP00000347206"
"2211","9606.ENSP00000479216","9606.ENSP00000366748"
"2212","9606.ENSP00000366748","9606.ENSP00000347206"
"2219","9606.ENSP00000479216","9606.ENSP00000363260"
"2220","9606.ENSP00000363260","9606.ENSP00000347206"
"2227","9606.ENSP00000479216","9606.ENSP00000361562"
"2228","9606.ENSP00000361562","9606.ENSP00000347206"
"2235","9606.ENSP00000479216","9606.ENSP00000339389"
"2236","9606.ENSP00000339389","9606.ENSP00000347206"
"2243","9606.ENSP00000479216","9606.ENSP00000337688"
"2244","9606.ENSP00000337688","9606.ENSP00000347206"
"2251","9606.ENSP00000479216","9606.ENSP00000327801"
"2252","9606.ENSP00000327801","9606.ENSP00000347206"
"2259","9606.ENSP00000479216","9606.ENSP00000306625"
"2260","9606.ENSP00000306625","9606.ENSP00000347206"
"2267","9606.ENSP00000479216","9606.ENSP00000301327"
"2268","9606.ENSP00000301327","9606.ENSP00000347206"
"2275","9606.ENSP00000479216","9606.ENSP00000297532"
"2276","9606.ENSP00000297532","9606.ENSP00000347206"
"2283","9606.ENSP00000479216","9606.ENSP00000295887"
"2284","9606.ENSP00000295887","9606.ENSP00000347206"
"2291","9606.ENSP00000479216","9606.ENSP00000285420"
"2292","9606.ENSP00000285420","9606.ENSP00000347206"
"2299","9606.ENSP00000479216","9606.ENSP00000261942"
"2300","9606.ENSP00000261942","9606.ENSP00000347206"
"2307","9606.ENSP00000479216","9606.ENSP00000246104"
"2308","9606.ENSP00000246104","9606.ENSP00000347206"
"2315","9606.ENSP00000347206","9606.ENSP00000484669"
"2316","9606.ENSP00000484669","9606.ENSP00000255194"
"2323","9606.ENSP00000347206","9606.ENSP00000482835"
"2324","9606.ENSP00000482835","9606.ENSP00000255194"
"2331","9606.ENSP00000347206","9606.ENSP00000481126"
"2332","9606.ENSP00000481126","9606.ENSP00000255194"
"2339","9606.ENSP00000347206","9606.ENSP00000466363"
"2340","9606.ENSP00000466363","9606.ENSP00000255194"
"2347","9606.ENSP00000347206","9606.ENSP00000449241"
"2348","9606.ENSP00000449241","9606.ENSP00000255194"
"2355","9606.ENSP00000347206","9606.ENSP00000447053"
"2356","9606.ENSP00000447053","9606.ENSP00000255194"
"2363","9606.ENSP00000347206","9606.ENSP00000392709"
"2364","9606.ENSP00000392709","9606.ENSP00000255194"
"2371","9606.ENSP00000347206","9606.ENSP00000386918"
"2372","9606.ENSP00000386918","9606.ENSP00000255194"
"2379","9606.ENSP00000347206","9606.ENSP00000381698"
"2380","9606.ENSP00000381698","9606.ENSP00000255194"
"2387","9606.ENSP00000347206","9606.ENSP00000381378"
"2388","9606.ENSP00000381378","9606.ENSP00000255194"
"2395","9606.ENSP00000347206","9606.ENSP00000377027"
"2396","9606.ENSP00000377027","9606.ENSP00000255194"
"2403","9606.ENSP00000347206","9606.ENSP00000376472"
"2404","9606.ENSP00000376472","9606.ENSP00000255194"
"2411","9606.ENSP00000347206","9606.ENSP00000368824"
"2412","9606.ENSP00000368824","9606.ENSP00000255194"
"2419","9606.ENSP00000347206","9606.ENSP00000366565"
"2420","9606.ENSP00000366565","9606.ENSP00000255194"
"2427","9606.ENSP00000347206","9606.ENSP00000350199"
"2428","9606.ENSP00000350199","9606.ENSP00000255194"
"2435","9606.ENSP00000347206","9606.ENSP00000340820"
"2436","9606.ENSP00000340820","9606.ENSP00000255194"
"2443","9606.ENSP00000347206","9606.ENSP00000337688"
"2444","9606.ENSP00000337688","9606.ENSP00000255194"
"2451","9606.ENSP00000347206","9606.ENSP00000330945"
"2452","9606.ENSP00000330945","9606.ENSP00000255194"
"2459","9606.ENSP00000347206","9606.ENSP00000324287"
"2460","9606.ENSP00000324287","9606.ENSP00000255194"
"2467","9606.ENSP00000347206","9606.ENSP00000310572"
"2468","9606.ENSP00000310572","9606.ENSP00000255194"
"2475","9606.ENSP00000347206","9606.ENSP00000303145"
"2476","9606.ENSP00000303145","9606.ENSP00000255194"
"2483","9606.ENSP00000347206","9606.ENSP00000300146"
"2484","9606.ENSP00000300146","9606.ENSP00000255194"
"2491","9606.ENSP00000347206","9606.ENSP00000295770"
"2492","9606.ENSP00000295770","9606.ENSP00000255194"
"2499","9606.ENSP00000347206","9606.ENSP00000268933"
"2500","9606.ENSP00000268933","9606.ENSP00000255194"
"2507","9606.ENSP00000347206","9606.ENSP00000263265"
"2508","9606.ENSP00000263265","9606.ENSP00000255194"
"2515","9606.ENSP00000347206","9606.ENSP00000262948"
"2516","9606.ENSP00000262948","9606.ENSP00000255194"
"2523","9606.ENSP00000347206","9606.ENSP00000262812"
"2524","9606.ENSP00000262812","9606.ENSP00000255194"
"2531","9606.ENSP00000347206","9606.ENSP00000253024"
"2532","9606.ENSP00000253024","9606.ENSP00000255194"
"2539","9606.ENSP00000347206","9606.ENSP00000243253"
"2540","9606.ENSP00000243253","9606.ENSP00000255194"
"2547","9606.ENSP00000347206","9606.ENSP00000230036"
"2548","9606.ENSP00000230036","9606.ENSP00000255194"
"2555","9606.ENSP00000255194","9606.ENSP00000483570"
"2556","9606.ENSP00000483570","9606.ENSP00000263377"
"2563","9606.ENSP00000255194","9606.ENSP00000480987"
"2564","9606.ENSP00000480987","9606.ENSP00000263377"
"2571","9606.ENSP00000255194","9606.ENSP00000479606"
"2572","9606.ENSP00000479606","9606.ENSP00000263377"
"2579","9606.ENSP00000255194","9606.ENSP00000470142"
"2580","9606.ENSP00000470142","9606.ENSP00000263377"
"2587","9606.ENSP00000255194","9606.ENSP00000469863"
"2588","9606.ENSP00000469863","9606.ENSP00000263377"
"2595","9606.ENSP00000255194","9606.ENSP00000462664"
"2596","9606.ENSP00000462664","9606.ENSP00000263377"
"2603","9606.ENSP00000255194","9606.ENSP00000457466"
"2604","9606.ENSP00000457466","9606.ENSP00000263377"
"2611","9606.ENSP00000255194","9606.ENSP00000442699"
"2612","9606.ENSP00000442699","9606.ENSP00000263377"
"2619","9606.ENSP00000255194","9606.ENSP00000432786"
"2620","9606.ENSP00000432786","9606.ENSP00000263377"
"2627","9606.ENSP00000255194","9606.ENSP00000432083"
"2628","9606.ENSP00000432083","9606.ENSP00000263377"
"2635","9606.ENSP00000255194","9606.ENSP00000428619"
"2636","9606.ENSP00000428619","9606.ENSP00000263377"
"2643","9606.ENSP00000255194","9606.ENSP00000427015"
"2644","9606.ENSP00000427015","9606.ENSP00000263377"
"2651","9606.ENSP00000255194","9606.ENSP00000423550"
"2652","9606.ENSP00000423550","9606.ENSP00000263377"
"2659","9606.ENSP00000255194","9606.ENSP00000422626"
"2660","9606.ENSP00000422626","9606.ENSP00000263377"
"2667","9606.ENSP00000255194","9606.ENSP00000421689"
"2668","9606.ENSP00000421689","9606.ENSP00000263377"
"2675","9606.ENSP00000255194","9606.ENSP00000420095"
"2676","9606.ENSP00000420095","9606.ENSP00000263377"
"2683","9606.ENSP00000255194","9606.ENSP00000419195"
"2684","9606.ENSP00000419195","9606.ENSP00000263377"
"2691","9606.ENSP00000255194","9606.ENSP00000419185"
"2692","9606.ENSP00000419185","9606.ENSP00000263377"
"2699","9606.ENSP00000255194","9606.ENSP00000419184"
"2700","9606.ENSP00000419184","9606.ENSP00000263377"
"2707","9606.ENSP00000255194","9606.ENSP00000416534"
"2708","9606.ENSP00000416534","9606.ENSP00000263377"
"2715","9606.ENSP00000255194","9606.ENSP00000415434"
"2716","9606.ENSP00000415434","9606.ENSP00000263377"
"2723","9606.ENSP00000255194","9606.ENSP00000414922"
"2724","9606.ENSP00000414922","9606.ENSP00000263377"
"2731","9606.ENSP00000255194","9606.ENSP00000411532"
"2732","9606.ENSP00000411532","9606.ENSP00000263377"
"2739","9606.ENSP00000255194","9606.ENSP00000410769"
"2740","9606.ENSP00000410769","9606.ENSP00000263377"
"2747","9606.ENSP00000255194","9606.ENSP00000410584"
"2748","9606.ENSP00000410584","9606.ENSP00000263377"
"2755","9606.ENSP00000255194","9606.ENSP00000407586"
"2756","9606.ENSP00000407586","9606.ENSP00000263377"
"2763","9606.ENSP00000255194","9606.ENSP00000404042"
"2764","9606.ENSP00000404042","9606.ENSP00000263377"
"2771","9606.ENSP00000255194","9606.ENSP00000402346"
"2772","9606.ENSP00000402346","9606.ENSP00000263377"
"2779","9606.ENSP00000255194","9606.ENSP00000399982"
"2780","9606.ENSP00000399982","9606.ENSP00000263377"
"2787","9606.ENSP00000255194","9606.ENSP00000396704"
"2788","9606.ENSP00000396704","9606.ENSP00000263377"
"2795","9606.ENSP00000255194","9606.ENSP00000394085"
"2796","9606.ENSP00000394085","9606.ENSP00000263377"
"2803","9606.ENSP00000255194","9606.ENSP00000392094"
"2804","9606.ENSP00000392094","9606.ENSP00000263377"
"2811","9606.ENSP00000255194","9606.ENSP00000391723"
"2812","9606.ENSP00000391723","9606.ENSP00000263377"
"2819","9606.ENSP00000255194","9606.ENSP00000383044"
"2820","9606.ENSP00000383044","9606.ENSP00000263377"
"2827","9606.ENSP00000255194","9606.ENSP00000382697"
"2828","9606.ENSP00000382697","9606.ENSP00000263377"
"2835","9606.ENSP00000255194","9606.ENSP00000381958"
"2836","9606.ENSP00000381958","9606.ENSP00000263377"
"2843","9606.ENSP00000255194","9606.ENSP00000381932"
"2844","9606.ENSP00000381932","9606.ENSP00000263377"
"2851","9606.ENSP00000255194","9606.ENSP00000381601"
"2852","9606.ENSP00000381601","9606.ENSP00000263377"
"2859","9606.ENSP00000255194","9606.ENSP00000381412"
"2860","9606.ENSP00000381412","9606.ENSP00000263377"
"2867","9606.ENSP00000255194","9606.ENSP00000380692"
"2868","9606.ENSP00000380692","9606.ENSP00000263377"
"2875","9606.ENSP00000255194","9606.ENSP00000380044"
"2876","9606.ENSP00000380044","9606.ENSP00000263377"
"2883","9606.ENSP00000255194","9606.ENSP00000379934"
"2884","9606.ENSP00000379934","9606.ENSP00000263377"
"2891","9606.ENSP00000255194","9606.ENSP00000379287"
"2892","9606.ENSP00000379287","9606.ENSP00000263377"
"2899","9606.ENSP00000255194","9606.ENSP00000377944"
"2900","9606.ENSP00000377944","9606.ENSP00000263377"
"2907","9606.ENSP00000255194","9606.ENSP00000377225"
"2908","9606.ENSP00000377225","9606.ENSP00000263377"
"2915","9606.ENSP00000255194","9606.ENSP00000377148"
"2916","9606.ENSP00000377148","9606.ENSP00000263377"
"2923","9606.ENSP00000255194","9606.ENSP00000376943"
"2924","9606.ENSP00000376943","9606.ENSP00000263377"
"2931","9606.ENSP00000255194","9606.ENSP00000375921"
"2932","9606.ENSP00000375921","9606.ENSP00000263377"
"2939","9606.ENSP00000255194","9606.ENSP00000373713"
"2940","9606.ENSP00000373713","9606.ENSP00000263377"
"2947","9606.ENSP00000255194","9606.ENSP00000373600"
"2948","9606.ENSP00000373600","9606.ENSP00000263377"
"2955","9606.ENSP00000255194","9606.ENSP00000373340"
"2956","9606.ENSP00000373340","9606.ENSP00000263377"
"2963","9606.ENSP00000255194","9606.ENSP00000371067"
"2964","9606.ENSP00000371067","9606.ENSP00000263377"
"2971","9606.ENSP00000255194","9606.ENSP00000369666"
"2972","9606.ENSP00000369666","9606.ENSP00000263377"
"2979","9606.ENSP00000255194","9606.ENSP00000369497"
"2980","9606.ENSP00000369497","9606.ENSP00000263377"
"2987","9606.ENSP00000255194","9606.ENSP00000367766"
"2988","9606.ENSP00000367766","9606.ENSP00000263377"
"2995","9606.ENSP00000255194","9606.ENSP00000367276"
"2996","9606.ENSP00000367276","9606.ENSP00000263377"
"3003","9606.ENSP00000255194","9606.ENSP00000366271"
"3004","9606.ENSP00000366271","9606.ENSP00000263377"
"3011","9606.ENSP00000255194","9606.ENSP00000365757"
"3012","9606.ENSP00000365757","9606.ENSP00000263377"
"3019","9606.ENSP00000255194","9606.ENSP00000365569"
"3020","9606.ENSP00000365569","9606.ENSP00000263377"
"3027","9606.ENSP00000255194","9606.ENSP00000362680"
"3028","9606.ENSP00000362680","9606.ENSP00000263377"
"3035","9606.ENSP00000255194","9606.ENSP00000362441"
"3036","9606.ENSP00000362441","9606.ENSP00000263377"
"3043","9606.ENSP00000255194","9606.ENSP00000362352"
"3044","9606.ENSP00000362352","9606.ENSP00000263377"
"3051","9606.ENSP00000255194","9606.ENSP00000362271"
"3052","9606.ENSP00000362271","9606.ENSP00000263377"
"3059","9606.ENSP00000255194","9606.ENSP00000360266"
"3060","9606.ENSP00000360266","9606.ENSP00000263377"
"3067","9606.ENSP00000255194","9606.ENSP00000360242"
"3068","9606.ENSP00000360242","9606.ENSP00000263377"
"3075","9606.ENSP00000255194","9606.ENSP00000360162"
"3076","9606.ENSP00000360162","9606.ENSP00000263377"
"3083","9606.ENSP00000255194","9606.ENSP00000360108"
"3084","9606.ENSP00000360108","9606.ENSP00000263377"
"3091","9606.ENSP00000255194","9606.ENSP00000359357"
"3092","9606.ENSP00000359357","9606.ENSP00000263377"
"3099","9606.ENSP00000255194","9606.ENSP00000358548"
"3100","9606.ENSP00000358548","9606.ENSP00000263377"
"3107","9606.ENSP00000255194","9606.ENSP00000357869"
"3108","9606.ENSP00000357869","9606.ENSP00000263377"
"3115","9606.ENSP00000255194","9606.ENSP00000357283"
"3116","9606.ENSP00000357283","9606.ENSP00000263377"
"3123","9606.ENSP00000255194","9606.ENSP00000356405"
"3124","9606.ENSP00000356405","9606.ENSP00000263377"
"3131","9606.ENSP00000255194","9606.ENSP00000354558"
"3132","9606.ENSP00000354558","9606.ENSP00000263377"
"3139","9606.ENSP00000255194","9606.ENSP00000354207"
"3140","9606.ENSP00000354207","9606.ENSP00000263377"
"3147","9606.ENSP00000255194","9606.ENSP00000353401"
"3148","9606.ENSP00000353401","9606.ENSP00000263377"
"3155","9606.ENSP00000255194","9606.ENSP00000352185"
"3156","9606.ENSP00000352185","9606.ENSP00000263377"
"3163","9606.ENSP00000255194","9606.ENSP00000351947"
"3164","9606.ENSP00000351947","9606.ENSP00000263377"
"3171","9606.ENSP00000255194","9606.ENSP00000351575"
"3172","9606.ENSP00000351575","9606.ENSP00000263377"
"3179","9606.ENSP00000255194","9606.ENSP00000350676"
"3180","9606.ENSP00000350676","9606.ENSP00000263377"
"3187","9606.ENSP00000255194","9606.ENSP00000350552"
"3188","9606.ENSP00000350552","9606.ENSP00000263377"
"3195","9606.ENSP00000255194","9606.ENSP00000350491"
"3196","9606.ENSP00000350491","9606.ENSP00000263377"
"3203","9606.ENSP00000255194","9606.ENSP00000350036"
"3204","9606.ENSP00000350036","9606.ENSP00000263377"
"3211","9606.ENSP00000255194","9606.ENSP00000348089"
"3212","9606.ENSP00000348089","9606.ENSP00000263377"
"3219","9606.ENSP00000255194","9606.ENSP00000348056"
"3220","9606.ENSP00000348056","9606.ENSP00000263377"
"3227","9606.ENSP00000255194","9606.ENSP00000347498"
"3228","9606.ENSP00000347498","9606.ENSP00000263377"
"3235","9606.ENSP00000255194","9606.ENSP00000347408"
"3236","9606.ENSP00000347408","9606.ENSP00000263377"
"3243","9606.ENSP00000255194","9606.ENSP00000346839"
"3244","9606.ENSP00000346839","9606.ENSP00000263377"
"3251","9606.ENSP00000255194","9606.ENSP00000346437"
"3252","9606.ENSP00000346437","9606.ENSP00000263377"
"3259","9606.ENSP00000255194","9606.ENSP00000344635"
"3260","9606.ENSP00000344635","9606.ENSP00000263377"
"3267","9606.ENSP00000255194","9606.ENSP00000343741"
"3268","9606.ENSP00000343741","9606.ENSP00000263377"
"3275","9606.ENSP00000255194","9606.ENSP00000343535"
"3276","9606.ENSP00000343535","9606.ENSP00000263377"
"3283","9606.ENSP00000255194","9606.ENSP00000340507"
"3284","9606.ENSP00000340507","9606.ENSP00000263377"
"3291","9606.ENSP00000255194","9606.ENSP00000339004"
"3292","9606.ENSP00000339004","9606.ENSP00000263377"
"3299","9606.ENSP00000255194","9606.ENSP00000335193"
"3300","9606.ENSP00000335193","9606.ENSP00000263377"
"3307","9606.ENSP00000255194","9606.ENSP00000335044"
"3308","9606.ENSP00000335044","9606.ENSP00000263377"
"3315","9606.ENSP00000255194","9606.ENSP00000333657"
"3316","9606.ENSP00000333657","9606.ENSP00000263377"
"3323","9606.ENSP00000255194","9606.ENSP00000332454"
"3324","9606.ENSP00000332454","9606.ENSP00000263377"
"3331","9606.ENSP00000255194","9606.ENSP00000330945"
"3332","9606.ENSP00000330945","9606.ENSP00000263377"
"3339","9606.ENSP00000255194","9606.ENSP00000325002"
"3340","9606.ENSP00000325002","9606.ENSP00000263377"
"3347","9606.ENSP00000255194","9606.ENSP00000323421"
"3348","9606.ENSP00000323421","9606.ENSP00000263377"
"3355","9606.ENSP00000255194","9606.ENSP00000320917"
"3356","9606.ENSP00000320917","9606.ENSP00000263377"
"3363","9606.ENSP00000255194","9606.ENSP00000317985"
"3364","9606.ENSP00000317985","9606.ENSP00000263377"
"3371","9606.ENSP00000255194","9606.ENSP00000317636"
"3372","9606.ENSP00000317636","9606.ENSP00000263377"
"3379","9606.ENSP00000255194","9606.ENSP00000316454"
"3380","9606.ENSP00000316454","9606.ENSP00000263377"
"3387","9606.ENSP00000255194","9606.ENSP00000314499"
"3388","9606.ENSP00000314499","9606.ENSP00000263377"
"3395","9606.ENSP00000255194","9606.ENSP00000312442"
"3396","9606.ENSP00000312442","9606.ENSP00000263377"
"3403","9606.ENSP00000255194","9606.ENSP00000311997"
"3404","9606.ENSP00000311997","9606.ENSP00000263377"
"3411","9606.ENSP00000255194","9606.ENSP00000310873"
"3412","9606.ENSP00000310873","9606.ENSP00000263377"
