"","V1","V2","V3","V4"
"646",486785,"GAPDHS","PGAM1","708"
"647",492159,"ABCF2-H2BE1","EIF6","715"
"648",492414,"ABCF2-H2BE1","CDC5L","795"
"649",501256,"POLR1F","NOP10","660"
"650",501266,"POLR1F","FBLL1","715"
"651",501303,"POLR1F","MPHOSPH10","723"
"652",501345,"POLR1F","TRUB1","779"
"653",501373,"POLR1F","RPIA","653"
"654",501392,"POLR1F","POLR2I","728"
"655",501599,"POLR1F","POLR3K","753"
"656",501629,"POLR1F","LOC102724159","651"
"657",501651,"POLR1F","TTC4","711"
"658",501680,"POLR1F","DDX28","771"
"659",501698,"POLR1F","PWP2","653"
"660",501798,"POLR1F","URB1","652"
"661",501944,"POLR1F","DUSP16","781"
"662",501990,"POLR1F","FBL","738"
"663",502011,"POLR1F","UTP14C","652"
"664",506802,"NPVF","KISS1","762"
"665",506806,"NPVF","GNRHR","693"
"666",506874,"NPVF","INSL4","702"
"667",506884,"NPVF","PRLH","709"
"668",506952,"NPVF","NPY","703"
"669",509298,"HOXA5","HOXA10","676"
"670",510260,"TSPAN12","KIF11","750"
"671",516909,"WASL","ARF6","701"
"672",516963,"WASL","RHOD","670"
"673",517364,"WASL","NTN1","700"
"674",517465,"WASL","ARPC4-TTLL3","765"
"675",517701,"WASL","ACTC1","708"
"676",517839,"WASL","SRGAP2","705"
"677",519771,"RBM28","FBLL1","763"
"678",520023,"RBM28","NSUN6","735"
"679",520259,"RBM28","TFB2M","654"
"680",520412,"RBM28","NSUN6","735"
"681",520663,"RBM28","TEX13A","653"
"682",520783,"RBM28","PINX1","716"
"683",520907,"SERPINE1","INS","761"
"684",521025,"SERPINE1","CCN2","790"
"685",521257,"SERPINE1","EDN1","705"
"686",521500,"SERPINE1","RETN","764"
"687",521534,"SERPINE1","TNF","762"
"688",521674,"SERPINE1","MMP9","767"
"689",521682,"SERPINE1","ORM1","696"
"690",521707,"SERPINE1","ICAM1","718"
"691",521868,"SERPINE1","CCL2","762"
"692",522032,"SERPINE1","MMP1","690"
"693",522229,"SERPINE1","THBD","773"
"694",522238,"SERPINE1","LEP","768"
"695",524237,"FIS1","BIK","683"
"696",524301,"FIS1","CYCS","733"
"697",524311,"FIS1","PEX11G","687"
"698",524478,"FIS1","CETN3","747"
"699",524486,"FIS1","PPARGC1A","703"
"700",524641,"FIS1","TOMM22","729"
"701",526161,"MYL10","ROCK1","773"
"702",529722,"MRPL32","PEBP1","691"
"703",529812,"MRPL32","RPL26L1","739"
"704",529924,"MRPL32","RPL3L","708"
"705",530165,"MRPL32","PEBP4","691"
"706",530183,"MRPL32","RPS16","745"
"707",530223,"MRPL32","DDX28","679"
"708",530257,"MRPL32","SMKR1","765"
"709",531292,"MYL7","HAND2","667"
"710",531574,"MYL7","ACTC1","678"
"711",531583,"MYL7","ROCK1","756"
"712",531886,"MYL7","MYH8","798"
"713",531966,"MYL7","MYH4","794"
"714",533452,"YKT6","GOLIM4","750"
"715",533493,"YKT6","KDELR1","736"
"716",533519,"YKT6","LMAN1","761"
"717",533623,"YKT6","VAMP5","744"
"718",533663,"YKT6","TRAPPC5","753"
"719",533970,"YKT6","SLC7A5","701"
"720",534284,"YKT6","TMED10","651"
"721",534308,"YKT6","RAB7B","680"
"722",537406,"C5","CFHR1","671"
"723",537783,"C5","TSPAN33","720"
"724",538405,"TNFSF8","TNFSF9","681"
"725",538621,"RLN1","INSL4","764"
"726",547977,"MPO","ICAM1","740"
"727",548023,"MPO","MMP9","727"
"728",548043,"MPO","DNTT","685"
"729",548123,"MPO","ZNF296","743"
"730",548239,"MPO","CCL2","682"
"731",548305,"MPO","CAMP","690"
"732",548433,"MPO","FUT4","689"
"733",548546,"MPO","CD7","713"
"734",548676,"MPO","CXCL1","674"
"735",548708,"MPO","CYBB","753"
"736",548938,"MPO","IL10","760"
"737",549032,"MPO","CAT","769"
"738",552353,"EPX","GADD45GIP1","726"
"739",552622,"EPX","CCL11","661"
"740",552656,"CRYBA1","GJA8","772"
"741",552717,"CRYBA1","LIM2","717"
"742",552824,"CRYBA1","BFSP2","795"
"743",552874,"CRYBA1","CHMP4B","652"
"744",552941,"NUFIP2","RPS28","732"
"745",552972,"NUFIP2","CYFIP1","651"
"746",552973,"NUFIP2","NR0B1","721"
"747",553128,"NUFIP2","RPL41","720"
"748",553199,"NUFIP2","RPL39","720"
"749",556105,"SUPT4H1","RPAP2","668"
"750",556136,"SUPT4H1","TCEANC","662"
"751",556146,"SUPT4H1","XRN2","673"
"752",556359,"SUPT4H1","GTF2H5","701"
"753",556480,"SUPT4H1","MLLT1","713"
"754",556576,"SUPT4H1","WDR61","744"
"755",558529,"TAX1BP3","SOCS1","721"
"756",558684,"TAX1BP3","BRINP2","653"
"757",559456,"P2RX1","PANX1","760"
"758",564040,"PFN1","GRID2IP","656"
"759",564165,"PFN1","ACTC1","676"
"760",564883,"PFN1","PFDN2","738"
"761",565177,"PFN1","ACTBL2","768"
"762",566247,"RASD1","MED9","659"
"763",566466,"RASD1","GNG3","659"
"764",567033,"RASD1","NR2F6","759"
"765",567644,"C1QBP","CHCHD10","699"
"766",568012,"C1QBP","HRK","730"
"767",568283,"C1QBP","GP1BA","723"
"768",568465,"C1QBP","MRPL3","683"
"769",568789,"C1QBP","GP9","716"
"770",575566,"CCL2","XCR1","727"
"771",575657,"CCL2","CCR10","779"
"772",575682,"CCL2","CRYGC","732"
"773",575767,"CCL2","IL9","712"
"774",575781,"CCL2","MMP9","787"
"775",575807,"CCL2","INS","741"
"776",575809,"CCL2","CCL15","722"
"777",575844,"CCL2","IL3","667"
"778",575889,"CCL2","CCL18","681"
"779",575957,"CCL2","LTA","717"
"780",576151,"CCL2","CXCL13","775"
"781",576197,"CCL2","MMP1","705"
"782",576200,"CCL2","CD40LG","686"
"783",576221,"CCL2","MPO","682"
"784",576253,"CCL2","EDN1","678"
"785",576294,"CCL2","CCL26","683"
"786",576508,"CCL2","IFNA1","710"
"787",576583,"CCL2","IFNB1","688"
"788",576679,"CCL2","CXCR5","781"
"789",576749,"CCL2","CXCR6","784"
"790",576791,"CCL2","LEP","754"
"791",576921,"CCL2","MRC1","758"
"792",577017,"CCL2","TLR2","776"
"793",577146,"CCL2","TLR9","667"
"794",577230,"CCL2","MIF","700"
"795",577299,"CCL2","PF4","706"
"796",577314,"CCL2","CCR4","781"
"797",577366,"CCL2","CCL1","730"
"798",577383,"CCL2","SERPINE1","762"
"799",577475,"CCL2","TNFAIP6","712"
"800",577492,"CCL2","CXCL3","736"
"801",577497,"CCL2","RETN","709"
"802",577588,"CCL1","CXCR6","729"
"803",577600,"CCL1","CCL22","692"
"804",577603,"CCL1","CCR10","774"
"805",577621,"CCL1","CCL2","730"
"806",577632,"CCL1","XCR1","745"
"807",577637,"CCL1","CXCL9","667"
"808",577656,"CCL1","CXCR5","730"
"809",577658,"CCL1","CCR7","795"
"810",577717,"CCL1","CCL24","683"
"811",577731,"CCL1","CXCL1","665"
"812",577736,"CCL1","CCL11","678"
"813",577777,"CCL1","CXCR1","777"
"814",577806,"CCL1","CXCR4","757"
"815",577819,"CCL1","CXCR2","787"
"816",577871,"CCL1","CXCL10","690"
"817",577874,"CCL1","CCL5","683"
"818",577980,"CCL13","CCL8","653"
"819",578008,"CCL13","CXCR1","724"
"820",578079,"CCL13","CCR10","693"
"821",578085,"CCL13","CXCR6","709"
"822",578105,"CCL13","CXCR5","668"
"823",578108,"CCL13","CCR7","741"
"824",578135,"CCL13","XCR1","735"
"825",578139,"CCL13","CXCL9","751"
"826",578180,"CCL13","CCL21","710"
"827",578232,"CCL13","CXCR2","738"
"828",578236,"CCL13","CXCR4","725"
"829",578243,"CCL13","CCR8","758"
"830",578259,"CCL13","CXCL10","773"
"831",578347,"KRT32","HOXC12","693"
"832",581138,"ABI3","CYFIP1","758"
"833",587103,"DUSP3","PTS","710"
"834",587263,"DUSP3","DUSP23","707"
"835",587793,"CACNG1","STAC3","734"
"836",587798,"CACNG1","CATSPERZ","720"
"837",587942,"CACNG1","CATSPER3","782"
"838",587966,"CACNG1","SDR42E2","766"
"839",588014,"CACNG1","CATSPER4","777"
"840",588032,"CACNG1","CATSPERB","720"
"841",588048,"CACNG1","CACNG6","744"
"842",588177,"CACNG1","CATSPER1","778"
"843",588686,"EFNB3","EFNA2","697"
"844",589182,"EFNB3","EFNA4","682"
"845",589637,"RCVRN","CALB1","676"
"846",589744,"RCVRN","KCNC1","683"
"847",589796,"RCVRN","CABP7","731"
"848",589809,"RCVRN","GUCY2D","747"
"849",589997,"RCVRN","OPN1SW","656"
"850",590349,"RCVRN","ROM1","745"
"851",590416,"RCVRN","RPE65","696"
"852",590455,"RCVRN","CABP1","659"
"853",593773,"FOXN1","GCM2","739"
"854",593885,"FOXN1","PSMB11","701"
"855",593935,"FOXN1","HOXC13","745"
"856",597076,"IBSP","CEMP1","652"
"857",597392,"IBSP","GPATCH1","684"
"858",597549,"IBSP","TNFRSF11B","686"
"859",597608,"IBSP","BMP2","759"
"860",599793,"AFM","WNT3A","748"
"861",600398,"PHOX2B","ASCL1","676"
"862",600421,"PHOX2B","HAND2","746"
"863",600890,"GNRHR","NPVF","693"
"864",600931,"GNRHR","PROK2","723"
"865",601185,"GNRHR","KISS1","744"
"866",601265,"GNRHR","HS6ST1","673"
"867",601458,"GNRHR","TSHB","797"
"868",602130,"SMR3A","CABS1","709"
"869",602170,"PF4V1","CXCR2","732"
"870",602177,"PF4V1","CXCR4","674"
"871",602185,"PF4V1","CCL5","756"
"872",602255,"PF4V1","CCR1","720"
"873",602298,"PF4V1","CXCR1","735"
"874",605153,"IL2","CD2","749"
"875",605244,"IL2","CD1D","687"
"876",605251,"IL2","TLR9","684"
"877",605583,"IL2","PDCD1LG2","665"
"878",605612,"IL2","TNFRSF9","739"
"879",605702,"IL2","IL22RA1","712"
"880",605730,"IL2","CXCR5","660"
"881",605736,"IL2","CCR7","773"
"882",605759,"IL2","IFNB1","707"
"883",605803,"IL2","CXCR3","694"
"884",605842,"IL2","TLR2","745"
"885",605916,"IL2","FASLG","714"
"886",606037,"IL2","CXCL1","713"
"887",606107,"IL2","CXCR4","658"
"888",606173,"IL2","TNFSF9","656"
"889",606198,"IL2","AOC3","740"
"890",606301,"IL2","IL27RA","755"
"891",606330,"IL2","LAG3","709"
"892",606474,"IL2","IFNA2","751"
"893",606672,"IL2","IL13RA2","684"
"894",606693,"IL2","CXCL9","710"
"895",606804,"IL2","HAVCR2","701"
"896",606855,"IL2","ICAM1","733"
"897",606882,"IL2","KLRK1","793"
"898",606926,"IL2","INS","656"
"899",613577,"CRTAM","CD226","678"
"900",613618,"CRTAM","THBD","720"
"901",614109,"DTX4","NOTCH4","690"
"902",614299,"DTX4","NOTCH3","794"
"903",614594,"DTX4","DNER","697"
"904",615388,"PUS3","YRDC","787"
"905",615535,"PUS3","RPUSD4","686"
"906",615651,"PUS3","TRMT5","783"
"907",615789,"PUS3","RPUSD1","750"
"908",615976,"PUS3","ADAT3","794"
"909",616003,"CCND1","CYCS","661"
"910",616210,"CCND1","MMP9","784"
"911",616251,"CCND1","CCNB2","670"
"912",616732,"CCND1","CKS2","690"
"913",616819,"CCND1","WNT3A","729"
"914",616852,"CCND1","RALA","721"
"915",617110,"CCND1","PTK6","715"
"916",617197,"CCND1","EIF4EBP1","675"
"917",617205,"CCND1","GJA1","680"
"918",617405,"CCND1","KAT2B","745"
"919",617523,"CCND1","MMP7","690"
"920",617602,"CCND1","LOC102723407","707"
"921",617722,"CCND1","INS","673"
"922",618273,"CCND1","PIK3CA","687"
"923",618402,"CCND1","SNAI1","689"
"924",618469,"CCND1","COMMD3-BMI1","662"
"925",618773,"CCND1","CDK3","797"
"926",619011,"CCND1","TNF","651"
"927",619024,"CCND1","CDK3","776"
"928",619455,"PRPF19","FMC1-LUC7L2","687"
"929",619540,"PRPF19","RBM14","779"
"930",619604,"PRPF19","POLR2H","731"
"931",620024,"PRPF19","MATR3","731"
"932",620145,"PRPF19","HNRNPA0","787"
"933",620195,"PRPF19","TCERG1L","756"
"934",620238,"PRPF19","RBX1","718"
"935",620404,"PRPF19","DCLRE1A","682"
"936",620439,"PRPF19","POLR2L","678"
"937",620446,"PRPF19","LENG1","674"
"938",620779,"PRPF19","LSM3","752"
"939",621058,"PRPF19","LOC102724594","682"
"940",621204,"PRPF19","FBLL1","702"
"941",621230,"PRPF19","PPIL3","692"
"942",621346,"PRPF19","POLR2I","673"
"943",621662,"PANX1","GJA8","777"
"944",621739,"PANX1","P2RY1","674"
"945",621786,"PANX1","P2RX3","663"
"946",621883,"PANX1","GJA4","752"
"947",621893,"PANX1","ADORA2B","772"
"948",621898,"PANX1","P2RX1","760"
"949",621947,"PANX1","GJA5","656"
"950",626463,"SCGB2A2","SCGB1A1","714"
"951",633878,"CD69","CXCR4","672"
"952",633885,"CD69","CD40LG","732"
"953",633899,"CD69","IFNG","787"
"954",633941,"CD69","AOC3","756"
"955",633965,"CD69","CD27","792"
"956",634191,"CD69","PRF1","761"
"957",634253,"CD69","TNF","789"
"958",634375,"CD69","CD2","686"
"959",634400,"CD69","KLRB1","726"
"960",634450,"CD69","CD1D","755"
"961",634491,"CD69","CSF2","670"
"962",634651,"CD69","TNFRSF9","651"
"963",634684,"CD69","IL10","747"
"964",634720,"CD69","TBX21","742"
"965",634727,"CD69","CXCR5","674"
"966",634757,"CD69","CXCR3","739"
"967",637250,"DAO","PEX13","661"
"968",638677,"CSRNP2","ZBTB39","654"
"969",638893,"IL23A","IL22RA1","719"
"970",638931,"IL23A","IL12A","673"
"971",638992,"IL23A","TNF","703"
"972",639005,"IL23A","IL27RA","759"
"973",639746,"SYT10","VAMP2","667"
"974",640354,"MYF6","MSTN","730"
"975",640457,"MYF6","MYOD1","765"
"976",640889,"MYF6","FBXO32","652"
"977",640898,"MYF6","MYOG","720"
"978",640927,"MYF6","MYF5","782"
"979",640954,"MYF5","MYF6","782"
"980",641195,"MYF5","MSTN","791"
"981",641243,"MYF5","MYOD1","721"
"982",641259,"MYF5","UCP1","688"
"983",641322,"MYF5","DACH1","720"
"984",641510,"MYF5","FBXO32","669"
"985",646173,"FGF6","INSRR","655"
"986",646419,"FGF6","KL","718"
"987",646483,"FGF6","INS","659"
"988",646591,"FGF6","FRS2","734"
"989",648961,"AKAP3","CCDC54","788"
"990",649061,"AKAP3","FSIP1","728"
"991",652651,"ARHGDIB","RHOU","787"
"992",652906,"ARHGDIB","SRGN","671"
"993",653103,"ARHGDIB","RHOV","785"
"994",653266,"ARHGDIB","RHOF","789"
"995",653485,"ARHGDIB","LAPTM5","728"
"996",654681,"FZD10","SFRP2","671"
"997",654866,"FZD10","SFRP5","662"
"998",654952,"FZD10","GPC4","664"
"999",655296,"IL26","IL22RA1","684"
"1000",655314,"IL26","IFNL1","732"
"1001",655329,"IL26","IFNL2","681"
"1002",655526,"IFNG","CXCL1","709"
"1003",655552,"IFNG","CCL11","736"
"1004",655604,"IFNG","TLR2","785"
"1005",655642,"IFNG","FASLG","687"
"1006",655696,"IFNG","IL22RA1","688"
"1007",655716,"IFNG","CCR7","752"
"1008",656214,"IFNG","TLR9","704"
"1009",656441,"IFNG","ICAM1","738"
"1010",656485,"IFNG","KLRK1","696"
"1011",656525,"IFNG","MMP9","661"
"1012",656539,"IFNG","IL3","747"
"1013",656570,"IFNG","SERPINB2","694"
"1014",656596,"IFNG","CD27","706"
"1015",656667,"IFNG","CD69","787"
"1016",656669,"IFNG","LTA","779"
"1017",656743,"IFNG","TLR7","669"
"1018",656744,"IFNG","IL13RA2","753"
"1019",656858,"IFNG","IL9","753"
"1020",656921,"IFNG","IL1A","768"
"1021",657068,"IFNG","IFNA1","681"
"1022",657105,"IFNG","IL27RA","766"
"1023",657133,"IFNG","LAG3","657"
"1024",657137,"IFNG","TLR1","655"
"1025",657246,"IFNG","CCL4L2","761"
"1026",660454,"MRPL51","RPS18","670"
"1027",660488,"MRPL51","MTERF3","737"
"1028",660751,"MRPL51","COA5","741"
"1029",668472,"ACRBP","PGK2","755"
"1030",668699,"ACRBP","SPA17","663"
"1031",674430,"APOBEC1","CDA","785"
"1032",681904,"COX6A1","NDUFA2","668"
"1033",682081,"COX6A1","ATP5MGL","700"
"1034",682133,"COX6A1","COX8C","748"
"1035",682192,"COX6A1","NDUFB7","790"
"1036",682243,"COX6A1","ATP6","672"
"1037",682292,"COX6A1","ATP5PO","715"
"1038",682546,"SRSF9","SMIM20","653"
"1039",682754,"SRSF9","SF3B6","776"
"1040",682797,"SRSF9","EPPK1","653"
"1041",682838,"SRSF9","MATR3","725"
"1042",683343,"SRSF9","SRSF12","688"
"1043",683485,"SRSF9","SARNP","697"
"1044",683497,"SRSF9","LSM10","694"
"1045",683681,"SRSF9","CLP1","714"
"1046",684026,"KLRB1","CXCR3","653"
"1047",684057,"KLRB1","TBX21","705"
"1048",684073,"KLRB1","CXCR6","659"
"1049",684190,"KLRB1","KIR2DL3","685"
"1050",684205,"KLRB1","CD1D","659"
"1051",684349,"KLRB1","PRF1","723"
"1052",684353,"KLRB1","CLEC2A","788"
"1053",684426,"KLRB1","PTGDR2","681"
"1054",684478,"KLRB1","CD69","726"
"1055",684586,"KLRB1","DCLK3","698"
"1056",686728,"ASF1A","POLA2","751"
"1057",686872,"ASF1A","H1-2","729"
"1058",687029,"ASF1A","SSRP1","737"
"1059",687104,"ASF1A","H2AC19","696"
"1060",687272,"ASF1A","H1-5","700"
"1061",687454,"ASF1A","H1-4","700"
"1062",687811,"ASF1A","H1-3","726"
"1063",688004,"ASF1A","H1-1","700"
"1064",688026,"ASF1A","H1-0","790"
"1065",688225,"HINT3","FAM20C","772"
"1066",688476,"ULBP1","CD226","763"
"1067",690028,"FANCE","DCLRE1A","746"
"1068",690030,"FANCE","SCUBE3","666"
"1069",693925,"STK38","MAP3K1","683"
"1070",696655,"GPR63","GPR75","732"
"1071",696886,"GPR63","GPR52","699"
"1072",698268,"RPS12","FBL","789"
"1073",698342,"RPS12","EIF5AL1","677"
"1074",698343,"RPS12","IMP3","713"
"1075",698361,"RPS12","RRP9","704"
"1076",698381,"RPS12","EIF5A2","698"
"1077",698382,"RPS12","NOC4L","768"
"1078",698757,"RPS12","NAT10","653"
"1079",705070,"GUCA1B","GLT6D1","682"
"1080",705102,"GUCA1B","GRK1","741"
"1081",705413,"GUCA1B","GUCA2B","728"
"1082",705598,"GUCA1B","ROM1","664"
"1083",705739,"PRPH2","ELOVL4","657"
"1084",705854,"PRPH2","RD3L","655"
"1085",706064,"PRPH2","GUCY2D","690"
"1086",706073,"PRPH2","NR2E3","691"
"1087",706185,"PRPH2","RPE65","671"
"1088",706198,"PRPH2","GUCA1ANB","757"
"1089",713146,"SLC6A7","SLC32A1","675"
"1090",718000,"HBEGF","CBL","687"
"1091",718142,"HBEGF","PTK6","673"
"1092",718301,"HBEGF","GABRQ","652"
"1093",720490,"GZMK","CXCR6","778"
"1094",720589,"GZMK","CCL5","693"
"1095",720764,"GZMK","PRF1","756"
"1096",739355,"RARS1","AARS2","709"
"1097",739637,"RARS1","RBP2","764"
"1098",739763,"RARS1","GPRC5A","651"
"1099",739899,"RARS1","CRABP1","789"
"1100",740164,"RARS1","CYP26B1","778"
"1101",740168,"RARS1","PARS2","787"
"1102",741576,"SLC7A14","EIF5A2","672"
"1103",742332,"SLC7A14","TNFAIP8","654"
"1104",742579,"SEMA3G","NTN1","686"
"1105",747524,"HRG","AGXT","766"
"1106",747667,"HRG","APOA4","699"
"1107",747756,"HRG","MBL2","703"
"1108",747772,"HRG","ORM1","688"
"1109",747792,"HRG","F13B","664"
"1110",750282,"RBP2","RARS1","764"
"1111",750396,"RBP2","RBP3","720"
"1112",751819,"HES1","HEYL","691"
"1113",751984,"HES1","SI","734"
"1114",752103,"HES1","MGAM","732"
"1115",752116,"HES1","ATOH1","765"
"1116",752281,"HES1","HEY2","778"
"1117",759329,"RRP9","TRUB1","718"
"1118",759359,"RRP9","LTV1","712"
"1119",759429,"RRP9","NSUN6","673"
"1120",759799,"RRP9","SLC25A33","651"
"1121",759899,"RRP9","HGH1","685"
"1122",759909,"RRP9","FKBP15","697"
"1123",759910,"RRP9","NSUN6","673"
"1124",759965,"RRP9","TTC4","668"
"1125",760071,"RRP9","CSTF2T","712"
"1126",760196,"RRP9","RPS12","704"
"1127",760236,"RRP9","NUFIP1","720"
"1128",760313,"RRP9","EXOSC4","710"
"1129",761090,"EIF1B","EIF2S3B","661"
"1130",761145,"EIF1B","EIF6","653"
"1131",761213,"EIF1B","RPS11","782"
"1132",761291,"EIF1B","RPS18","770"
"1133",761329,"EIF1B","RPS13","753"
"1134",761380,"EIF1B","RPS16","747"
"1135",761401,"EIF1B","RPS19","717"
"1136",762172,"TNNC1","MYL4","682"
"1137",762325,"TNNC1","MYH8","774"
"1138",762588,"TNNC1","TCAP","770"
"1139",762973,"TNNC1","ACTN3","724"
"1140",777159,"SF3B6","POLR2H","688"
"1141",777221,"SF3B6","POLR2L","696"
"1142",777372,"SF3B6","SRSF9","776"
"1143",777373,"SF3B6","SNRPA","695"
"1144",777505,"SF3B6","LOC102724594","674"
"1145",777563,"SF3B6","MATR3","690"
"1146",777739,"SF3B6","POLR2I","657"
"1147",777820,"SF3B6","TCERG1L","749"
"1148",779851,"WBP1","SHISA3","696"
"1149",779894,"WBP1","SHISA4","663"
"1150",783731,"ACADL","DECR1","776"
"1151",784247,"ACADL","ECH1","761"
"1152",786984,"KCNJ13","MC4R","732"
"1153",787477,"NEU2","TLR2","703"
"1154",787576,"NEU2","LRGUK","742"
"1155",789931,"WNT6","FRZB","664"
"1156",798816,"ORC2","RPA4","706"
"1157",799285,"ORC2","CDC5L","750"
"1158",804285,"GRIN3B","SHISA9","748"
"1159",804343,"GRIN3B","OLFM2","737"
"1160",804366,"GRIN3B","CACNG3","783"
"1161",804453,"GRIN3B","CNIH3","776"
"1162",804493,"GRIN3B","CACNG4","780"
"1163",804521,"GRIN3B","GRIN3A","736"
"1164",804561,"GRIN3B","CACNG8","774"
"1165",804599,"GRIN3B","NT5C","668"
"1166",804620,"GRIN3B","GRIK5","692"
"1167",804665,"GRIN3B","CACNG5","779"
"1168",804732,"VAX2","SIX3","731"
"1169",807900,"SPR","MMUT","778"
"1170",807974,"SPR","PCBD1","778"
"1171",808174,"SPR","COX17","684"
"1172",813251,"TPSG1","HCN2","675"
"1173",819014,"SLC35D1","PRKAB2","673"
"1174",819529,"SLC35D1","SLC35A5","757"
"1175",819666,"PRAMEF10","PRAMEF17","757"
"1176",819757,"PRAMEF4","PRAMEF5","694"
"1177",820730,"RGS2","TRIM47","733"
"1178",820843,"RGS2","KCNJ9","700"
"1179",820877,"RGS2","GNA14","740"
"1180",821138,"RGS2","GNA11","795"
"1181",822422,"NT5C1A","CNIH3","768"
"1182",829883,"A4GNT","TIGD4","674"
"1183",829977,"A4GNT","GCNT4","788"
"1184",836280,"TNP1","H4C11","769"
"1185",836297,"TNP1","H3-4","783"
"1186",836300,"TNP1","H2AB1","796"
"1187",836322,"TNP1","H3C4","760"
"1188",836329,"TNP1","H3C11","724"
"1189",836330,"TNP1","H4C14","769"
"1190",836342,"TNP1","H3C12","724"
"1191",836346,"TNP1","H3C6","760"
"1192",836437,"TNP1","H2AW","765"
"1193",836475,"TNP1","H4C5","769"
"1194",836507,"TNP1","H3C1","723"
"1195",836515,"TNP1","H4C12","769"
"1196",836518,"TNP1","H4C1","769"
"1197",836533,"TNP1","H3C2","723"
"1198",836536,"TNP1","H3C3","760"
"1199",836541,"TNP1","H4C15","769"
"1200",836554,"TNP1","H3C7","724"
"1201",836563,"TNP1","H4C9","769"
"1202",836569,"TNP1","H4C2","769"
"1203",836596,"TNP1","H4C13","769"
"1204",836602,"TNP1","H4C8","769"
"1205",836604,"TNP1","NUPR1","764"
"1206",836606,"TNP1","H3C10","724"
"1207",836615,"TNP1","H2AB2","760"
"1208",836639,"TNP1","H2AB3","758"
"1209",836643,"TNP1","H2BC1","717"
"1210",836648,"TNP1","H4C3","769"
"1211",836657,"TNP1","H4-16","769"
"1212",836687,"TNP1","H3C8","723"
"1213",836696,"TNP1","SPEM1","695"
"1214",836704,"TNP1","H4C6","769"
"1215",836710,"TNP1","H1-7","723"
"1216",836736,"TNP1","H4C4","769"
"1217",839501,"SPACA1","SPACA4","789"
"1218",839692,"SPACA1","ZPBP","667"
"1219",839743,"SPACA1","ANAPC16","684"
"1220",842636,"RNF103","EGFL8","713"
"1221",843997,"PKD2","TRPC5","674"
"1222",844060,"PKD2","EXOC8","681"
"1223",844097,"PKD2","ARL3","664"
"1224",844309,"PKD2","TRPV5","688"
"1225",846077,"STBD1","PPP1R3D","753"
"1226",847980,"FGF23","FGF18","672"
"1227",848154,"FGF23","PIK3R4","721"
"1228",848184,"FGF23","FRS2","724"
"1229",848206,"FGF23","TNFRSF11B","681"
"1230",848284,"FGF23","FAM20C","702"
"1231",848353,"FGF23","FGF9","690"
"1232",848355,"FGF23","TRPV5","692"
"1233",848410,"FGF23","BGLAP","733"
"1234",854533,"CCDC92","CCDC113","719"
"1235",854539,"CCDC92","PSMC3","675"
"1236",854544,"CCDC92","CCDC70","659"
"1237",854590,"CCDC92","CCDC96","766"
"1238",854632,"CCDC92","PSMC4","791"
"1239",854833,"FKBP15","DDX47","672"
"1240",854932,"FKBP15","NSUN6","732"
"1241",855030,"FKBP15","SURF6","743"
"1242",855098,"FKBP15","SLC46A2","724"
"1243",855183,"FKBP15","NSUN6","732"
"1244",855225,"FKBP15","LTV1","663"
"1245",855312,"FKBP15","PAK1IP1","677"
"1246",855533,"FKBP15","AATF","689"
"1247",855607,"FKBP15","DDX28","684"
"1248",855626,"FKBP15","NAT10","706"
"1249",855714,"FKBP15","FBL","780"
"1250",855762,"FKBP15","RRP9","697"
"1251",855803,"FKBP15","TSR2","651"
"1252",855852,"FKBP15","PNO1","708"
"1253",855977,"FKBP15","FBLL1","780"
"1254",855999,"FKBP15","MPHOSPH10","659"
"1255",856013,"FKBP15","PPAN-P2RY11","664"
"1256",856037,"FKBP15","TRUB1","778"
"1257",856040,"FKBP15","TFB2M","738"
"1258",860115,"ACYP1","ALDH1B1","674"
"1259",861998,"TGFB3","ITGB3","692"
"1260",862337,"TGFB3","LUM","742"
"1261",862497,"TGFB3","CD2AP","699"
"1262",862685,"TGFB3","SOX9","700"
"1263",863071,"TGFB3","VASN","717"
"1264",871048,"CRIPT","TMEM247","652"
"1265",871234,"PPP1R3C","PPP1R3G","660"
"1266",871929,"PRLHR","NPFF","736"
"1267",872197,"PRLHR","QRFP","787"
"1268",873497,"HOXB7","SIX2","715"
"1269",873953,"HOXB7","PRKDC","765"
"1270",874527,"DUSP1","DDIT4","685"
"1271",874933,"DUSP1","EGR1","753"
"1272",875113,"DUSP1","JUNB","777"
"1273",876054,"MSX2","SP7","698"
"1274",876064,"MSX2","SOX2","661"
"1275",876089,"MSX2","SOX9","699"
"1276",876196,"MSX2","BMP2","786"
"1277",876522,"MSX2","LPAR3","667"
"1278",876646,"MSX2","NKX3-2","757"
"1279",877060,"MSX2","BGLAP","694"
"1280",877133,"INSL4","INSL5","770"
"1281",877151,"INSL4","RLN2","710"
"1282",877177,"INSL4","RLN3","736"
"1283",877232,"INSL4","RXFP4","681"
"1284",877246,"INSL4","RXFP3","654"
"1285",877261,"INSL4","RLN1","764"
