"","V1","V2","V3","V4"
"27559",1114228,"DLL4","NEURL1B","986"
"27560",1114530,"DLL4","NOTCH3","956"
"27561",1118006,"ACKR4","CCL21","952"
"27562",1118088,"ACKR4","CCL27","987"
"27563",1120542,"MYOD1","KAT2B","997"
"27564",1121024,"MYOD1","JUN","957"
"27565",1121537,"MYOD1","FBXO32","981"
"27566",1121609,"MYOD1","ID1","985"
"27567",1121686,"TPH1","TDO2","970"
"27568",1121884,"TPH1","SPR","965"
"27569",1122133,"TPH1","PCBD1","957"
"27570",1125782,"ATP1B2","RS1","974"
"27571",1132206,"FOXA1","TFF1","974"
"27572",1148822,"LMAN1","TMED10","969"
"27573",1156190,"HCN2","HCN4","954"
"27574",1161175,"TUBG2","TUBGCP5","962"
"27575",1163393,"TUBG1","MZT1","996"
"27576",1163404,"TUBG1","TUBGCP5","996"
"27577",1163675,"RPS16","LTV1","981"
"27578",1163830,"RPS16","BMS1","982"
"27579",1163872,"RPS16","RPS11","999"
"27580",1164066,"RPS16","RIOK1","964"
"27581",1164107,"RPS16","RPS19","999"
"27582",1164361,"RPS16","RPL36AL","961"
"27583",1164423,"RPS16","RPS5","999"
"27584",1164480,"RPS16","NOC4L","980"
"27585",1164489,"RPS16","RPS12","999"
"27586",1164683,"RPS16","RPLP2","999"
"27587",1164745,"RPS16","RPL26L1","992"
"27588",1164758,"RPS16","MPHOSPH10","978"
"27589",1164768,"RPS16","UTP20","978"
"27590",1164834,"RPS16","RPS10-NUDT3","994"
"27591",1164864,"RPS16","RPL3L","986"
"27592",1164920,"RPS16","RPS18","999"
"27593",1164975,"RPS16","RPL10L","997"
"27594",1164992,"RPS16","UBA52","999"
"27595",1165041,"RPS16","RPS13","999"
"27596",1165060,"RPS16","RPS28","999"
"27597",1165211,"RPS16","PWP2","980"
"27598",1165354,"RPS16","FBL","996"
"27599",1165374,"RPS16","RPL39","999"
"27600",1165375,"RPS16","UTP3","979"
"27601",1165379,"RPS16","UTP14C","974"
"27602",1165391,"RPS16","EIF2S2","983"
"27603",1165402,"RPS16","RRP9","984"
"27604",1165410,"RPS16","IMP3","991"
"27605",1165484,"RPS16","PNO1","987"
"27606",1181895,"TDRD1","PIWIL1","986"
"27607",1182326,"TDRD1","ASZ1","961"
"27608",1190901,"NDUFA2","ND4","999"
"27609",1190996,"NDUFA2","ND1","999"
"27610",1191057,"NDUFA2","ND6","984"
"27611",1191063,"NDUFA2","NDUFA8","999"
"27612",1191166,"NDUFA2","ND2","996"
"27613",1191210,"NDUFA2","ND4L","974"
"27614",1191250,"NDUFA2","UQCRHL","953"
"27615",1191289,"NDUFA2","ATP5MF","968"
"27616",1191344,"NDUFA2","NDUFA1","999"
"27617",1191391,"NDUFA2","UQCRFS1","995"
"27618",1191414,"NDUFA2","NDUFB4","999"
"27619",1191452,"NDUFA2","NDUFB3","999"
"27620",1191466,"NDUFA2","ND3","996"
"27621",1191496,"NDUFA2","NDUFB7","999"
"27622",1191514,"NDUFA2","NDUFA7","999"
"27623",1191575,"NDUFA2","CYC1","979"
"27624",1191614,"NDUFA2","ND5","997"
"27625",1194433,"KRT1","C1QBP","983"
"27626",1194819,"KRT1","KRT10","979"
"27627",1208089,"MRPL34","MRPL40","990"
"27628",1208105,"MRPL34","MRPL15","986"
"27629",1208145,"MRPL34","MRPL57","975"
"27630",1208148,"MRPL34","MRPL46","992"
"27631",1208163,"MRPL34","MRPL53","974"
"27632",1208177,"MRPL34","MRPL14","969"
"27633",1208191,"MRPL34","MRPL13","981"
"27634",1208279,"MRPL34","MRPS9","960"
"27635",1208283,"MRPL34","MRPL16","992"
"27636",1208296,"MRPL34","MRPL12","979"
"27637",1208306,"MRPL34","MRPL33","982"
"27638",1208418,"MRPL34","MRPL32","988"
"27639",1208420,"MRPL34","MRPL51","962"
"27640",1208450,"MRPL34","MRPL50","984"
"27641",1208452,"MRPL34","MRPS14","959"
"27642",1208463,"MRPL34","MRPL54","971"
"27643",1208484,"MRPL34","MRPL49","993"
"27644",1208507,"MRPL34","MRPL41","994"
"27645",1208514,"MRPL34","GADD45GIP1","962"
"27646",1208523,"MRPL34","MRPL45","977"
"27647",1208540,"MRPL34","MRPL3","993"
"27648",1208567,"MRPL34","MRPL20","979"
"27649",1208577,"MRPL34","MRPL17","993"
"27650",1208596,"MRPL34","MRPL44","988"
"27651",1212032,"MLLT1","H3-2","969"
"27652",1216247,"CACNG6","CACNG4","953"
"27653",1218274,"GDF15","GFRAL","997"
"27654",1218945,"JUND","FOSL1","999"
"27655",1218962,"JUND","JUNB","970"
"27656",1219117,"JUND","HBZ","987"
"27657",1219400,"JUND","EGR1","959"
"27658",1222449,"HBZ","JUN","983"
"27659",1222493,"HBZ","HBE1","978"
"27660",1222554,"HBZ","HBG1","951"
"27661",1222802,"HBZ","HBB","996"
"27662",1222947,"HBZ","JUND","987"
"27663",1227500,"UBE2M","CBL","973"
"27664",1227610,"UBE2M","RBX1","999"
"27665",1234261,"SESN2","RRAGC","971"
"27666",1234462,"SESN2","RRAGA","969"
"27667",1247586,"DEFB118","DEFB132","971"
"27668",1247596,"DEFB118","DEFB135","956"
"27669",1247613,"DEFB118","DEFB126","978"
"27670",1247620,"DEFB118","DEFB116","964"
"27671",1247630,"DEFB118","DEFB114","977"
"27672",1247636,"DEFB118","DEFB131A","956"
"27673",1247663,"DEFB118","DEFB127","967"
"27674",1250976,"EMC8","MMGT1","997"
"27675",1251055,"EMC8","EMC6","997"
"27676",1251094,"EMC8","EMC2","999"
"27677",1251976,"GINS2","POLA2","964"
"27678",1252021,"GINS2","MCM6","999"
"27679",1254492,"MRPS25","MRPS31","994"
"27680",1254541,"MRPS25","MRPS6","964"
"27681",1254562,"MRPS25","MRPS26","986"
"27682",1254571,"MRPS25","MRPS9","986"
"27683",1254586,"MRPS25","MRPS17","953"
"27684",1254592,"MRPS25","MRPS21","968"
"27685",1254593,"MRPS25","MRPS10","992"
"27686",1254603,"MRPS25","MRPL51","956"
"27687",1254613,"MRPS25","CHCHD1","966"
"27688",1254637,"MRPS25","MRPS14","992"
"27689",1254730,"MRPS25","MRPL44","954"
"27690",1260654,"VPS25","CHMP1B","977"
"27691",1260738,"VPS25","RNF103-CHMP3","992"
"27692",1260842,"VPS25","VPS37B","975"
"27693",1260844,"VPS25","CHMP4B","997"
"27694",1260864,"VPS25","CHMP2A","996"
"27695",1261005,"VPS25","CHMP6","999"
"27696",1275911,"NR0B2","EID1","991"
"27697",1281583,"DNAJB1","HSPA6","990"
"27698",1281838,"DNAJB1","HSPA13","966"
"27699",1282082,"DNAJB1","HSPA5","991"
"27700",1282094,"DNAJB1","CRYAB","958"
"27701",1282114,"DNAJB1","HSPB8","966"
"27702",1303023,"UTP3","RPS11","982"
"27703",1303029,"UTP3","LOC102724159","951"
"27704",1303091,"UTP3","BMS1","997"
"27705",1303120,"UTP3","NOM1","973"
"27706",1303152,"UTP3","RPS13","985"
"27707",1303205,"UTP3","EXOSC5","968"
"27708",1303242,"UTP3","NOL12","962"
"27709",1303281,"UTP3","RRS1","964"
"27710",1303284,"UTP3","RBM28","990"
"27711",1303342,"UTP3","DDX52","994"
"27712",1303360,"UTP3","UTP20","991"
"27713",1303404,"UTP3","MPHOSPH10","999"
"27714",1303478,"UTP3","LTV1","956"
"27715",1303505,"UTP3","UTP14C","989"
"27716",1303528,"UTP3","FBL","986"
"27717",1303603,"UTP3","PNO1","969"
"27718",1303604,"UTP3","NOC4L","992"
"27719",1303674,"UTP3","IMP3","998"
"27720",1303675,"UTP3","RPS5","991"
"27721",1303685,"UTP3","RRP9","996"
"27722",1303726,"UTP3","DDX47","991"
"27723",1303749,"UTP3","AATF","980"
"27724",1303770,"UTP3","BOP1","984"
"27725",1303774,"UTP3","RPS16","979"
"27726",1303787,"UTP3","RPS28","979"
"27727",1303813,"UTP3","NAT10","982"
"27728",1303822,"UTP3","PWP2","989"
"27729",1303868,"UTP3","RRP36","990"
"27730",1303887,"UTP3","DHX37","999"
"27731",1309606,"GUCY2D","GUCA1ANB","999"
"27732",1310045,"GUCY2D","GUCA1B","995"
"27733",1323141,"NXT1","NXF2","964"
"27734",1323904,"SSTR4","SST","959"
"27735",1336899,"NMUR2","NMS","986"
"27736",1343473,"MYBPH","NECTIN4","981"
"27737",1352280,"MED10","MED7","999"
"27738",1352402,"MED10","MED9","996"
"27739",1352403,"MED10","MED13L","991"
"27740",1352429,"MED10","MED21","999"
"27741",1352437,"MED10","MED30","993"
"27742",1364852,"FABP4","PPARGC1A","962"
"27743",1374477,"CATSPERB","CATSPER1","984"
"27744",1385391,"CD180","LY86","999"
"27745",1385621,"CD180","LY96","977"
"27746",1385951,"IRAK2","TLR1","956"
"27747",1386298,"IRAK2","TLR2","966"
"27748",1387693,"VHL","EGLN1","990"
"27749",1387724,"VHL","RBX1","999"
"27750",1387757,"VHL","PIAS4","971"
"27751",1393759,"TSHB","CGA","976"
"27752",1419652,"TIMM10","TIMM22","999"
"27753",1419774,"TIMM10","TIMM23","960"
"27754",1420109,"TIMM10","TIMM13","999"
"27755",1420188,"TIMM10","TIMM8A","997"
"27756",1424734,"KLB","FGF23","974"
"27757",1424753,"KLB","FGF19","999"
"27758",1435338,"DTX1","DLL1","964"
"27759",1437959,"RINT1","SEC22B","961"
"27760",1438037,"RINT1","ZW10","999"
"27761",1440595,"MRAP2","MC2R","956"
"27762",1442913,"NAT10","PWP2","986"
"27763",1443031,"NAT10","DHX37","961"
"27764",1443202,"NAT10","AATF","997"
"27765",1443296,"NAT10","NOC4L","991"
"27766",1443302,"NAT10","PNO1","967"
"27767",1443359,"NAT10","RRP9","998"
"27768",1443438,"NAT10","FBL","972"
"27769",1443473,"NAT10","UTP3","982"
"27770",1443478,"NAT10","UTP14C","976"
"27771",1443621,"NAT10","MPHOSPH10","979"
"27772",1443647,"NAT10","UTP20","997"
"27773",1443876,"NAT10","DDX52","953"
"27774",1444168,"NAT10","LOC102724159","974"
"27775",1444281,"NAT10","BMS1","998"
"27776",1456071,"SMPD2","NSMAF","969"
"27777",1456165,"SMPD2","TNFRSF1A","965"
"27778",1456422,"SMPD2","TNF","952"
"27779",1460102,"MRPL53","MRPL54","962"
"27780",1460119,"MRPL53","MRPL50","993"
"27781",1460139,"MRPL53","MRPL32","970"
"27782",1460141,"MRPL53","MRPL51","960"
"27783",1460187,"MRPL53","MRPL44","975"
"27784",1460197,"MRPL53","MRPL17","972"
"27785",1460203,"MRPL53","MRPL20","969"
"27786",1460226,"MRPL53","MRPL3","965"
"27787",1460238,"MRPL53","MRPL45","977"
"27788",1460248,"MRPL53","GADD45GIP1","967"
"27789",1460253,"MRPL53","MRPL41","970"
"27790",1460274,"MRPL53","MRPL49","968"
"27791",1460302,"MRPL53","MRPL13","969"
"27792",1460314,"MRPL53","MRPL14","974"
"27793",1460326,"MRPL53","MRPL46","980"
"27794",1460331,"MRPL53","MRPL57","965"
"27795",1460360,"MRPL53","MRPL15","963"
"27796",1460374,"MRPL53","MRPL40","978"
"27797",1460383,"MRPL53","MRPL34","974"
"27798",1460403,"MRPL53","MRPL33","961"
"27799",1460420,"MRPL53","MRPL12","989"
"27800",1460431,"MRPL53","MRPL16","979"
"27801",1471924,"MRPL44","MRPL15","998"
"27802",1471973,"MRPL44","MRPL33","985"
"27803",1472066,"MRPL44","MRPL51","985"
"27804",1472181,"MRPL44","MRPL45","982"
"27805",1472202,"MRPL44","MRPL13","998"
"27806",1472223,"MRPL44","MRPL46","998"
"27807",1472232,"MRPL44","MRPL14","986"
"27808",1472340,"MRPL44","MRPS6","979"
"27809",1472354,"MRPL44","MRPS14","968"
"27810",1472428,"MRPL44","MRPS25","954"
"27811",1472468,"MRPL44","MRPL41","998"
"27812",1472473,"MRPL44","GADD45GIP1","970"
"27813",1472515,"MRPL44","MRPL57","964"
"27814",1472626,"MRPL44","MRPS9","979"
"27815",1472631,"MRPL44","MRPL16","998"
"27816",1472667,"MRPL44","MRPL50","996"
"27817",1472668,"MRPL44","MRPL54","984"
"27818",1472726,"MRPL44","MRPL17","997"
"27819",1472794,"MRPL44","LOC107987373","959"
"27820",1472798,"MRPL44","MRPL49","997"
"27821",1472833,"MRPL44","MRPL53","975"
"27822",1472869,"MRPL44","MRPL40","995"
"27823",1472890,"MRPL44","MRPL34","988"
"27824",1472938,"MRPL44","MRPL12","993"
"27825",1472982,"MRPL44","MRPL32","998"
"27826",1472988,"MRPL44","MRPS10","982"
"27827",1473043,"MRPL44","MRPL3","996"
"27828",1473059,"MRPL44","MRPL20","987"
"27829",1476282,"CYP27A1","CYP7A1","988"
"27830",1476727,"CYP27A1","CH25H","961"
"27831",1478738,"COX5B","CYC1","998"
"27832",1478835,"COX5B","UQCRFS1","998"
"27833",1478947,"COX5B","COX6A1","999"
"27834",1478976,"COX5B","COX2","999"
"27835",1479081,"COX5B","NDUFA8","958"
"27836",1479100,"COX5B","COX1","998"
"27837",1479144,"COX5B","COX8A","995"
"27838",1479217,"COX5B","NDUFB7","990"
"27839",1479322,"COX5B","COX3","997"
"27840",1479330,"COX5B","ATP5F1D","992"
"27841",1479382,"COX5B","ATP5PO","966"
"27842",1479446,"COX5B","ATP5F1B","973"
"27843",1479498,"COX5B","CYCS","998"
"27844",1479544,"COX5B","COX6A2","990"
"27845",1481202,"MRPS9","MRPL17","998"
"27846",1481222,"MRPS9","MRPL44","979"
"27847",1481225,"MRPS9","RPS18","988"
"27848",1481235,"MRPS9","MRPL49","962"
"27849",1481238,"MRPS9","LOC107987373","983"
"27850",1481327,"MRPS9","CHCHD1","967"
"27851",1481335,"MRPS9","MRPS21","975"
"27852",1481390,"MRPS9","MRPL54","971"
"27853",1481423,"MRPS9","RPS11","961"
"27854",1481465,"MRPS9","MRPL33","996"
"27855",1481477,"MRPS9","MRPS31","995"
"27856",1481577,"MRPS9","MRPS26","995"
"27857",1481643,"MRPS9","MRPL16","995"
"27858",1481777,"MRPS9","MRPL15","999"
"27859",1481819,"MRPS9","MRPL3","999"
"27860",1481830,"MRPS9","MRPL20","990"
"27861",1481884,"MRPS9","MRPS25","986"
"27862",1481939,"MRPS9","MRPL41","995"
"27863",1481961,"MRPS9","MRPL32","996"
"27864",1481982,"MRPS9","MRPS10","999"
"27865",1482012,"MRPS9","MRPS14","999"
"27866",1482178,"MRPS9","MRPL34","960"
"27867",1482184,"MRPS9","MRPS6","999"
"27868",1482241,"MRPS9","MRPS17","973"
"27869",1482248,"MRPS9","MRPL12","991"
"27870",1482268,"MRPS9","MRPL46","998"
"27871",1482309,"MRPS9","MRPL13","998"
"27872",1482359,"MRPS9","MRPL40","986"
"27873",1505273,"BRIP1","CIAO1","953"
"27874",1514604,"HS6ST1","GPC1","953"
"27875",1514791,"HS6ST1","GPC4","953"
"27876",1521156,"ORM1","ORM2","984"
"27877",1529110,"CCN3","GJA1","980"
"27878",1530754,"CCL21","CXCR3","994"
"27879",1530793,"CCL21","CCR7","999"
"27880",1531128,"CCL21","ACKR4","952"
"27881",1531639,"CCL27","CCR10","990"
"27882",1531735,"CCL27","ACKR4","987"
"27883",1548616,"TLR2","IRAK2","966"
"27884",1549248,"TLR2","C5AR1","987"
"27885",1549300,"TLR2","CXCR4","976"
"27886",1549758,"TLR2","LY96","997"
"27887",1550199,"TLR2","TLR1","985"
"27888",1550982,"MRPL15","MRPL12","996"
"27889",1551002,"MRPL15","MRPS6","996"
"27890",1551091,"MRPL15","MRPL34","986"
"27891",1551182,"MRPL15","MRPL40","999"
"27892",1551232,"MRPL15","MRPL13","999"
"27893",1551282,"MRPL15","MRPL46","999"
"27894",1551301,"MRPL15","MRPL14","989"
"27895",1551313,"MRPL15","MRPL53","963"
"27896",1551325,"MRPL15","GADD45GIP1","965"
"27897",1551337,"MRPL15","MRPL41","999"
"27898",1551469,"MRPL15","MRPL3","999"
"27899",1551477,"MRPL15","MRPL20","998"
"27900",1551585,"MRPL15","MRPS14","994"
"27901",1551648,"MRPL15","MRPL32","999"
"27902",1551672,"MRPL15","MRPS10","982"
"27903",1551731,"MRPL15","MRPS9","999"
"27904",1551745,"MRPL15","MRPL16","999"
"27905",1551858,"MRPL15","MRPL33","998"
"27906",1552050,"MRPL15","MRPL57","984"
"27907",1552123,"MRPL15","MRPL45","991"
"27908",1552147,"MRPL15","LOC107987373","989"
"27909",1552152,"MRPL15","MRPL49","997"
"27910",1552197,"MRPL15","MRPL17","999"
"27911",1552215,"MRPL15","MRPL44","998"
"27912",1552218,"MRPL15","RPS18","976"
"27913",1552364,"MRPL15","MRPL50","993"
"27914",1552402,"MRPL15","MRPL54","991"
"27915",1552425,"MRPL15","MRPL51","965"
"27916",1560989,"MMP7","HBEGF","961"
"27917",1561463,"MMP7","NGF","954"
"27918",1564740,"FDX1","CYCS","989"
"27919",1590631,"KIF11","CCNB2","992"
"27920",1591250,"KIF11","KIF18A","977"
"27921",1591275,"KIF11","KIFC1","975"
"27922",1593024,"ARL3","RP2","993"
"27923",1609766,"COX17","COX19","996"
"27924",1609973,"COX17","SCO2","964"
"27925",1610068,"COX17","COA4","958"
"27926",1610378,"COX17","TIMM8A","970"
"27927",1610422,"COX17","TIMM13","982"
"27928",1611355,"GUCY2C","GUCA2A","994"
"27929",1611500,"GUCY2C","GUCA2B","977"
"27930",1615285,"GYS2","PPP1R3B","959"
"27931",1616184,"GYS2","PPP1R3C","980"
"27932",1624368,"CCND2","E2F2","963"
"27933",1625194,"CCND2","E2F4","971"
"27934",1635402,"LRP6","WNT9A","975"
"27935",1635403,"LRP6","WNT8B","970"
"27936",1635582,"LRP6","SFRP2","956"
"27937",1635586,"LRP6","FZD5","992"
"27938",1635677,"LRP6","FZD9","957"
"27939",1635685,"LRP6","WNT3A","999"
"27940",1635747,"LRP6","FZD2","970"
"27941",1635795,"LRP6","DKK2","998"
"27942",1635886,"LRP6","WNT7A","973"
"27943",1635888,"LRP6","FZD4","991"
"27944",1635965,"LRP6","IGFBP4","962"
"27945",1635998,"LRP6","FZD1","982"
"27946",1636068,"LRP6","SOST","999"
"27947",1636085,"LRP6","FZD8","996"
"27948",1636178,"LRP6","FZD7","978"
"27949",1636180,"LRP6","CCN2","959"
"27950",1679941,"UTP20","AATF","971"
"27951",1679948,"UTP20","RPS28","978"
"27952",1679957,"UTP20","BOP1","977"
"27953",1679959,"UTP20","RPS16","978"
"27954",1680002,"UTP20","DHX37","984"
"27955",1680018,"UTP20","NAT10","997"
"27956",1680056,"UTP20","PWP2","987"
"27957",1680091,"UTP20","UTP14C","975"
"27958",1680096,"UTP20","UTP3","991"
"27959",1680115,"UTP20","FBL","992"
"27960",1680154,"UTP20","RRP9","994"
"27961",1680160,"UTP20","RPS5","980"
"27962",1680161,"UTP20","IMP3","980"
"27963",1680190,"UTP20","NOC4L","997"
"27964",1680228,"UTP20","DDX52","951"
"27965",1680270,"UTP20","RBM28","965"
"27966",1680334,"UTP20","MPHOSPH10","991"
"27967",1680356,"UTP20","BMS1","999"
"27968",1680400,"UTP20","RPS11","978"
"27969",1680436,"UTP20","EXOSC5","956"
"27970",1680483,"UTP20","RPS13","986"
"27971",1682315,"TNFRSF13B","CAMLG","996"
"27972",1682328,"TNFRSF13B","TNFRSF13C","990"
"27973",1704572,"ARG2","OTC","986"
"27974",1710534,"CYP46A1","CH25H","974"
"27975",1710550,"CYP46A1","CYP39A1","976"
"27976",1710876,"CYP46A1","CYP7A1","965"
"27977",1728474,"HCN4","HCN2","954"
"27978",1740261,"ATP5F1B","ATP5MG","998"
"27979",1740508,"ATP5F1B","ATP5MF","999"
"27980",1740706,"ATP5F1B","ATP6","999"
"27981",1740845,"ATP5F1B","ATP5PO","999"
"27982",1740964,"ATP5F1B","COX5B","973"
"27983",1740965,"ATP5F1B","ATP8","992"
"27984",1741028,"ATP5F1B","ATP5F1D","999"
"27985",1741358,"ATP5F1B","TOMM22","971"
"27986",1741535,"ATP5F1B","UQCRFS1","977"
"27987",1741643,"ATP5F1B","CYC1","998"
"27988",1755331,"CACNG4","CACNG6","953"
"27989",1760107,"SMAD7","BMP2","972"
"27990",1760531,"SMAD7","TGFB3","965"
"27991",1760863,"SMAD7","PPP1R15A","998"
"27992",1760902,"SMAD7","SERPINE1","964"
"27993",1769611,"PSMB1","PSMB3","999"
"27994",1769727,"PSMB1","POMP","998"
"27995",1769904,"PSMB1","PSMC3","999"
"27996",1770704,"PSMB1","PSMC4","999"
"27997",1770713,"PSMB1","PSMB9","999"
"27998",1770731,"PSMB1","UBA52","988"
"27999",1770768,"PSMB1","PSMB11","986"
"28000",1773028,"TRAM1","SSR3","960"
"28001",1808969,"MLYCD","ECH1","963"
"28002",1837754,"ATP4A","ATP4B","976"
"28003",1883693,"GNA15","CXCR2","958"
"28004",1886443,"PIAS4","VHL","971"
"28005",1886709,"PIAS4","SUMO4","966"
"28006",1886904,"PIAS4","IKBKG","999"
"28007",1888976,"GAB1","FRS2","981"
"28008",1889102,"GAB1","CRK","993"
"28009",1911366,"SLC17A6","SLC32A1","989"
"28010",1911774,"SLC17A6","SLC18A3","961"
"28011",1914354,"KIF18A","KIF11","977"
"28012",1916111,"MSH4","H2BC5","971"
"28013",1923360,"UBE2R2","RBX1","985"
"28014",1944755,"IL37","IL18RAP","968"
"28015",1945912,"IL1A","TNF","968"
"28016",1945944,"IL1A","CSF2","987"
"28017",1945974,"IL1A","CXCL10","981"
"28018",1946102,"IL1A","IL13","979"
"28019",1946111,"IL1A","CXCL1","984"
"28020",1946351,"IL1A","CCL3","984"
"28021",1946352,"IL1A","CCL22","956"
"28022",1946372,"IL1A","IL10","987"
"28023",1946379,"IL1A","CXCL2","978"
"28024",1946649,"IL1A","CCL5","980"
"28025",1946892,"IL1A","JUN","961"
"28026",1946948,"IL1A","LIF","960"
"28027",1947040,"IL1A","CCL4","984"
"28028",1947058,"IL1A","CCL2","983"
"28029",1950901,"NAPA","VAMP2","984"
"28030",1950982,"NAPA","YKT6","971"
"28031",1951149,"NAPA","SEC22B","991"
"28032",1954630,"ITPKC","IPMK","953"
"28033",1958823,"IL27RA","IL27","995"
"28034",1958877,"IL27RA","EBI3","979"
"28035",1960405,"ASF1B","H3C12","953"
"28036",1960453,"ASF1B","H4C3","986"
"28037",1960796,"ASF1B","H4-16","954"
"28038",1960826,"ASF1B","H4C6","971"
"28039",1960869,"ASF1B","CHAF1B","997"
"28040",1961871,"NOTCH3","HES5","969"
"28041",1961888,"NOTCH3","DLL1","975"
"28042",1961913,"NOTCH3","DLL4","956"
"28043",1962041,"NOTCH3","JAG2","965"
"28044",1962052,"NOTCH3","HES1","962"
"28045",1962392,"NOTCH3","NEURL1B","952"
"28046",1962766,"NOTCH3","HEYL","969"
"28047",1962993,"NOTCH3","HEY2","975"
"28048",1985511,"PNO1","NAT10","967"
"28049",1985570,"PNO1","PWP2","957"
"28050",1985580,"PNO1","TRMT112","952"
"28051",1985658,"PNO1","RPS19","986"
"28052",1985696,"PNO1","RIOK1","996"
"28053",1985739,"PNO1","AATF","974"
"28054",1985745,"PNO1","RPS28","988"
"28055",1985773,"PNO1","RPS16","987"
"28056",1985795,"PNO1","RPS12","987"
"28057",1985796,"PNO1","NOC4L","980"
"28058",1985890,"PNO1","RRP9","969"
"28059",1985899,"PNO1","IMP3","955"
"28060",1985900,"PNO1","RPS5","993"
"28061",1985927,"PNO1","UTP14C","958"
"28062",1985930,"PNO1","UTP3","969"
"28063",1985964,"PNO1","FBL","958"
"28064",1986199,"PNO1","LTV1","999"
"28065",1986234,"PNO1","MRTO4","974"
"28066",1986373,"PNO1","RPS13","990"
"28067",1986502,"PNO1","RPS18","985"
"28068",1986535,"PNO1","RPS11","987"
"28069",1986579,"PNO1","BMS1","989"
"28070",1986627,"PNO1","TFB2M","955"
"28071",1990507,"POLD3","POLA2","982"
"28072",1990826,"POLD3","POLD4","999"
"28073",1990859,"POLD3","FEN1","980"
"28074",2002293,"KAT2B","H3-2","977"
"28075",2002404,"KAT2B","TAF9","982"
"28076",2002596,"KAT2B","TADA2A","999"
"28077",2003335,"KAT2B","JUN","969"
"28078",2003402,"KAT2B","H4C6","982"
"28079",2003656,"KAT2B","TAF6L","994"
"28080",2003704,"KAT2B","MYOD1","997"
"28081",2003717,"KAT2B","H3C1","986"
"28082",2003881,"KAT2B","TAF9B","977"
"28083",2003988,"KAT2B","SGF29","998"
"28084",2004009,"KAT2B","TADA1","993"
"28085",2031843,"PIK3CA","NRAS","987"
"28086",2031931,"PIK3CA","GNA11","957"
"28087",2032330,"PIK3CA","PIK3R6","951"
"28088",2032516,"PIK3CA","IRS2","988"
"28089",2033491,"PIK3CA","CBL","972"
"28090",2033493,"PIK3CA","IRS1","999"
"28091",2033802,"PIK3CA","INS","966"
"28092",2046053,"UPK2","UPK1B","981"
"28093",2046287,"UPK2","UPK1A","993"
"28094",2046481,"CBL","CRK","999"
"28095",2046565,"CBL","INS","958"
"28096",2046811,"CBL","FRS2","984"
"28097",2046865,"CBL","PIK3CA","972"
"28098",2047286,"CBL","NCK1","992"
"28099",2047354,"CBL","UBE2M","973"
"28100",2047370,"CBL","LYN","996"
"28101",2047422,"CBL","VAV1","999"
"28102",2047465,"CBL","CD2AP","999"
"28103",2047509,"CBL","TCN2","984"
"28104",2047574,"CBL","IRS1","970"
"28105",2049260,"GPC1","HS6ST1","953"
"28106",2064419,"MCM6","FEN1","993"
"28107",2065140,"MCM6","DBF4","978"
"28108",2065612,"MCM6","ORC6","991"
"28109",2065670,"MCM6","POLA2","993"
"28110",2065721,"MCM6","CDT1","999"
"28111",2065750,"MCM6","ORC2","998"
"28112",2065840,"MCM6","GINS2","999"
"28113",2075904,"PPAT","PRPS1L1","960"
"28114",2075921,"PPAT","PAICS","997"
"28115",2078954,"UPK1B","UPK2","981"
"28116",2083737,"IL18RAP","IL37","968"
"28117",2095774,"CRYGD","CRYAB","963"
"28118",2099140,"SI","AMY2B","951"
"28119",2099309,"SI","AMY2A","977"
"28120",2099507,"COPS4","RBX1","996"
"28121",2110965,"CSTA","PI3","959"
"28122",2116731,"IFT57","TTC30A","965"
"28123",2120456,"IL11","IL3","961"
"28124",2158500,"ICAM1","IL10","976"
"28125",2158872,"ICAM1","CD2","953"
"28126",2161881,"PPARGC1A","NR1D1","955"
